StationNames,Year,Month,Rainfall,StationIndex
Sylhet,1979,3,58,31
Sylhet,1979,4,119,31
Sylhet,1979,5,356,31
Sylhet,1979,6,929,31
Sylhet,1979,7,1322,31
Sylhet,1979,8,288,31
Sylhet,1979,9,587,31
Sylhet,1979,10,249,31
Sylhet,1979,11,6,31
Sylhet,1979,12,33,31
Teknaf,1979,1,0,33
Teknaf,1979,2,6,33
Teknaf,1979,3,0,33
Teknaf,1979,4,7,33
Teknaf,1979,5,28,33
Teknaf,1979,6,199,33
Teknaf,1979,7,472,33
Teknaf,1979,8,459,33
Teknaf,1979,9,137,33
Teknaf,1979,10,50,33
Teknaf,1979,11,0,33
Teknaf,1979,12,11,33
Barisal,1980,1,0,2
Barisal,1980,2,55,2
Barisal,1980,3,47,2
Barisal,1980,4,13,2
Barisal,1980,5,235,2
Barisal,1980,6,272,2
Barisal,1980,7,526,2
Barisal,1980,8,297,2
Barisal,1980,9,192,2
Barisal,1980,10,282,2
Barisal,1980,11,0,2
Barisal,1980,12,0,2
Bhola,1980,1,0,3
Bhola,1980,2,144,3
Bhola,1980,3,144,3
Bhola,1980,4,42,3
Bhola,1980,5,749,3
Bhola,1980,6,435,3
Bhola,1980,7,678,3
Bhola,1980,8,308,3
Bhola,1980,9,180,3
Bhola,1980,10,322,3
Bhola,1980,11,0,3
Bhola,1980,12,0,3
Bogra,1980,1,9,4
Bogra,1980,2,3,4
Bogra,1980,3,15,4
Bogra,1980,4,69,4
Bogra,1980,5,263,4
Bogra,1980,6,326,4
Bogra,1980,7,410,4
Bogra,1980,8,237,4
Bogra,1980,9,195,4
Bogra,1980,10,89,4
Bogra,1980,11,0,4
Bogra,1980,12,0,4
Chittagong (IAP-Patenga),1980,1,0,6
Chittagong (IAP-Patenga),1980,2,28,6
Chittagong (IAP-Patenga),1980,3,52,6
Chittagong (IAP-Patenga),1980,4,46,6
Chittagong (IAP-Patenga),1980,5,456,6
Chittagong (IAP-Patenga),1980,6,517,6
Chittagong (IAP-Patenga),1980,7,627,6
Chittagong (IAP-Patenga),1980,8,702,6
Chittagong (IAP-Patenga),1980,9,229,6
Chittagong (IAP-Patenga),1980,10,275,6
Chittagong (IAP-Patenga),1980,11,0,6
Chittagong (IAP-Patenga),1980,12,0,6
Comilla,1980,1,0,7
Comilla,1980,2,41,7
Comilla,1980,3,50,7
Comilla,1980,4,82,7
Comilla,1980,5,429,7
Comilla,1980,6,195,7
Comilla,1980,7,472,7
Comilla,1980,8,428,7
Comilla,1980,9,219,7
Comilla,1980,10,175,7
Comilla,1980,11,0,7
Comilla,1980,12,2,7
CoxsBazar,1980,1,0,8
CoxsBazar,1980,2,2,8
CoxsBazar,1980,3,27,8
CoxsBazar,1980,4,0,8
CoxsBazar,1980,5,117,8
CoxsBazar,1980,6,258,8
CoxsBazar,1980,7,185,8
CoxsBazar,1980,8,267,8
CoxsBazar,1980,9,0,8
CoxsBazar,1980,10,0,8
CoxsBazar,1980,11,0,8
CoxsBazar,1980,12,0,8
Dhaka,1980,1,3,9
Dhaka,1980,2,32,9
Dhaka,1980,3,54,9
Dhaka,1980,4,147,9
Dhaka,1980,5,414,9
Dhaka,1980,6,323,9
Dhaka,1980,7,380,9
Dhaka,1980,8,269,9
Dhaka,1980,9,296,9
Dhaka,1980,10,300,9
Dhaka,1980,11,0,9
Dhaka,1980,12,0,9
Faridpur,1980,1,3,11
Faridpur,1980,2,99,11
Faridpur,1980,3,54,11
Faridpur,1980,4,98,11
Faridpur,1980,5,397,11
Faridpur,1980,6,341,11
Faridpur,1980,7,312,11
Faridpur,1980,8,243,11
Faridpur,1980,9,213,11
Faridpur,1980,10,290,11
Faridpur,1980,11,22,11
Faridpur,1980,12,0,11
Feni,1980,1,12,12
Feni,1980,2,41,12
Feni,1980,3,66,12
Feni,1980,4,74,12
Feni,1980,5,515,12
Feni,1980,6,115,12
Feni,1980,7,137,12
Feni,1980,8,219,12
Feni,1980,9,32,12
Feni,1980,10,307,12
Feni,1980,11,3,12
Feni,1980,12,0,12
Hatiya,1980,1,0,13
Hatiya,1980,2,13,13
Hatiya,1980,3,141,13
Hatiya,1980,4,22,13
Hatiya,1980,5,299,13
Hatiya,1980,6,385,13
Hatiya,1980,7,885,13
Hatiya,1980,8,724,13
Hatiya,1980,9,302,13
Hatiya,1980,10,387,13
Hatiya,1980,11,0,13
Hatiya,1980,12,0,13
Ishurdi,1980,1,13,14
Ishurdi,1980,2,6,14
Ishurdi,1980,3,6,14
Ishurdi,1980,4,0,14
Ishurdi,1980,5,381,14
Ishurdi,1980,6,269,14
Ishurdi,1980,7,206,14
Ishurdi,1980,8,101,14
Ishurdi,1980,9,248,14
Ishurdi,1980,10,210,14
Ishurdi,1980,11,0,14
Ishurdi,1980,12,0,14
Jessore,1980,1,8,15
Jessore,1980,2,60,15
Jessore,1980,3,57,15
Jessore,1980,4,4,15
Jessore,1980,5,193,15
Jessore,1980,6,214,15
Jessore,1980,7,309,15
Jessore,1980,8,309,15
Jessore,1980,9,85,15
Jessore,1980,10,119,15
Jessore,1980,11,0,15
Jessore,1980,12,0,15
Khepupara,1980,1,0,16
Khepupara,1980,2,17,16
Khepupara,1980,3,47,16
Khepupara,1980,4,21,16
Khepupara,1980,5,272,16
Khepupara,1980,6,502,16
Khepupara,1980,7,560,16
Khepupara,1980,8,649,16
Khepupara,1980,9,232,16
Khepupara,1980,10,308,16
Khepupara,1980,11,0,16
Khepupara,1980,12,0,16
Khulna,1980,1,0,17
Khulna,1980,2,101,17
Khulna,1980,3,151,17
Khulna,1980,4,23,17
Khulna,1980,5,222,17
Khulna,1980,6,348,17
Khulna,1980,7,300,17
Khulna,1980,8,421,17
Khulna,1980,9,137,17
Khulna,1980,10,126,17
Khulna,1980,11,0,17
Khulna,1980,12,1,17
M.court,1980,1,0,19
M.court,1980,2,61,19
M.court,1980,3,71,19
M.court,1980,4,45,19
M.court,1980,5,554,19
M.court,1980,6,267,19
M.court,1980,7,784,19
M.court,1980,8,376,19
M.court,1980,9,273,19
M.court,1980,10,186,19
M.court,1980,11,1,19
M.court,1980,12,2,19
Madaripur,1980,1,0,20
Madaripur,1980,2,32,20
Madaripur,1980,3,87,20
Madaripur,1980,4,54,20
Madaripur,1980,5,247,20
Madaripur,1980,6,231,20
Madaripur,1980,7,381,20
Madaripur,1980,8,291,20
Madaripur,1980,9,303,20
Madaripur,1980,10,266,20
Madaripur,1980,11,0,20
Madaripur,1980,12,0,20
Mymensingh,1980,1,2,22
Mymensingh,1980,2,11,22
Mymensingh,1980,3,16,22
Mymensingh,1980,4,84,22
Mymensingh,1980,5,723,22
Mymensingh,1980,6,289,22
Mymensingh,1980,7,309,22
Mymensingh,1980,8,464,22
Mymensingh,1980,9,214,22
Mymensingh,1980,10,209,22
Mymensingh,1980,11,0,22
Mymensingh,1980,12,0,22
Rajshahi,1980,1,29,24
Rajshahi,1980,2,12,24
Rajshahi,1980,3,69,24
Rajshahi,1980,4,0,24
Rajshahi,1980,5,156,24
Rajshahi,1980,6,349,24
Rajshahi,1980,7,281,24
Rajshahi,1980,8,316,24
Rajshahi,1980,9,215,24
Rajshahi,1980,10,149,24
Rajshahi,1980,11,0,24
Rajshahi,1980,12,0,24
Rangamati,1980,1,10,25
Rangamati,1980,2,76,25
Rangamati,1980,3,90,25
Rangamati,1980,4,41,25
Rangamati,1980,5,628,25
Rangamati,1980,6,435,25
Rangamati,1980,7,997,25
Rangamati,1980,8,448,25
Rangamati,1980,9,249,25
Rangamati,1980,10,279,25
Rangamati,1980,11,0,25
Rangamati,1980,12,0,25
Rangpur,1980,1,3,26
Rangpur,1980,2,14,26
Rangpur,1980,3,22,26
Rangpur,1980,4,38,26
Rangpur,1980,5,354,26
Rangpur,1980,6,426,26
Rangpur,1980,7,276,26
Rangpur,1980,8,579,26
Rangpur,1980,9,340,26
Rangpur,1980,10,68,26
Rangpur,1980,11,0,26
Rangpur,1980,12,0,26
Sandwip,1980,1,0,27
Sandwip,1980,2,48,27
Sandwip,1980,3,74,27
Sandwip,1980,4,46,27
Sandwip,1980,5,784,27
Sandwip,1980,6,233,27
Sandwip,1980,7,1555,27
Sandwip,1980,8,682,27
Sandwip,1980,9,288,27
Sandwip,1980,10,290,27
Sandwip,1980,11,0,27
Sandwip,1980,12,0,27
Satkhira,1980,1,3,28
Satkhira,1980,2,166,28
Satkhira,1980,3,74,28
Satkhira,1980,4,11,28
Satkhira,1980,5,99,28
Satkhira,1980,6,192,28
Satkhira,1980,7,0,28
Satkhira,1980,8,209,28
Satkhira,1980,9,104,28
Satkhira,1980,10,110,28
Satkhira,1980,11,0,28
Satkhira,1980,12,0,28
Sitakunda,1980,1,0,29
Sitakunda,1980,2,25,29
Sitakunda,1980,3,13,29
Sitakunda,1980,4,4,29
Sitakunda,1980,5,111,29
Sitakunda,1980,6,48,29
Sitakunda,1980,7,126,29
Sitakunda,1980,8,137,29
Sitakunda,1980,9,48,29
Sitakunda,1980,10,88,29
Sitakunda,1980,11,0,29
Sitakunda,1980,12,0,29
Srimangal,1980,1,0,30
Srimangal,1980,2,4,30
Srimangal,1980,3,53,30
Srimangal,1980,4,113,30
Srimangal,1980,5,631,30
Srimangal,1980,6,362,30
Srimangal,1980,7,294,30
Srimangal,1980,8,190,30
Srimangal,1980,9,322,30
Srimangal,1980,10,213,30
Srimangal,1980,11,0,30
Srimangal,1980,12,0,30
Sylhet,1980,1,0,31
Sylhet,1980,2,33,31
Sylhet,1980,3,114,31
Sylhet,1980,4,519,31
Sylhet,1980,5,758,31
Sylhet,1980,6,457,31
Sylhet,1980,7,449,31
Sylhet,1980,8,307,31
Sylhet,1980,9,154,31
Sylhet,1980,10,489,31
Sylhet,1980,11,0,31
Sylhet,1980,12,0,31
Teknaf,1980,1,0,33
Teknaf,1980,2,0,33
Teknaf,1980,3,5,33
Teknaf,1980,4,0,33
Teknaf,1980,5,99,33
Teknaf,1980,6,351,33
Teknaf,1980,7,296,33
Teknaf,1980,8,358,33
Teknaf,1980,9,75,33
Teknaf,1980,10,137,33
Teknaf,1980,11,0,33
Teknaf,1980,12,0,33
Barisal,1981,1,24,2
Barisal,1981,2,43,2
Barisal,1981,3,115,2
Barisal,1981,4,412,2
Barisal,1981,5,280,2
Barisal,1981,6,433,2
Barisal,1981,7,521,2
Barisal,1981,8,217,2
Barisal,1981,9,173,2
Barisal,1981,10,71,2
Barisal,1981,11,0,2
Barisal,1981,12,33,2
Bhola,1981,1,51,3
Bhola,1981,2,16,3
Bhola,1981,3,119,3
Bhola,1981,4,415,3
Bhola,1981,5,258,3
Bhola,1981,6,556,3
Bhola,1981,7,561,3
Bhola,1981,8,378,3
Bhola,1981,9,265,3
Bhola,1981,10,4,3
Bhola,1981,11,0,3
Bhola,1981,12,26,3
Bogra,1981,1,32,4
Bogra,1981,2,20,4
Bogra,1981,3,25,4
Bogra,1981,4,189,4
Bogra,1981,5,240,4
Bogra,1981,6,193,4
Bogra,1981,7,379,4
Bogra,1981,8,278,4
Bogra,1981,9,301,4
Bogra,1981,10,0,4
Bogra,1981,11,0,4
Bogra,1981,12,82,4
Chandpur,1981,1,8,5
Chandpur,1981,2,6,5
Chandpur,1981,3,20,5
Chandpur,1981,4,893,5
Chandpur,1981,5,599,5
Chandpur,1981,6,403,5
Chandpur,1981,7,436,5
Chandpur,1981,8,235,5
Chandpur,1981,9,147,5
Chandpur,1981,10,14,5
Chandpur,1981,11,0,5
Chandpur,1981,12,40,5
Chittagong (IAP-Patenga),1981,1,15,6
Chittagong (IAP-Patenga),1981,2,2,6
Chittagong (IAP-Patenga),1981,3,129,6
Chittagong (IAP-Patenga),1981,4,279,6
Chittagong (IAP-Patenga),1981,5,341,6
Chittagong (IAP-Patenga),1981,6,364,6
Chittagong (IAP-Patenga),1981,7,825,6
Chittagong (IAP-Patenga),1981,8,343,6
Chittagong (IAP-Patenga),1981,9,150,6
Chittagong (IAP-Patenga),1981,10,20,6
Chittagong (IAP-Patenga),1981,11,1,6
Chittagong (IAP-Patenga),1981,12,0,6
Comilla,1981,1,16,7
Comilla,1981,2,13,7
Comilla,1981,3,101,7
Comilla,1981,4,470,7
Comilla,1981,5,383,7
Comilla,1981,6,315,7
Comilla,1981,7,511,7
Comilla,1981,8,250,7
Comilla,1981,9,112,7
Comilla,1981,10,0,7
Comilla,1981,11,0,7
Comilla,1981,12,27,7
CoxsBazar,1981,1,31,8
CoxsBazar,1981,2,0,8
CoxsBazar,1981,3,40,8
CoxsBazar,1981,4,219,8
CoxsBazar,1981,5,240,8
CoxsBazar,1981,6,705,8
CoxsBazar,1981,7,839,8
CoxsBazar,1981,8,445,8
CoxsBazar,1981,9,438,8
CoxsBazar,1981,10,61,8
CoxsBazar,1981,11,5,8
CoxsBazar,1981,12,29,8
Dhaka,1981,1,10,9
Dhaka,1981,2,42,9
Dhaka,1981,3,109,9
Dhaka,1981,4,274,9
Dhaka,1981,5,272,9
Dhaka,1981,6,168,9
Dhaka,1981,7,356,9
Dhaka,1981,8,188,9
Dhaka,1981,9,320,9
Dhaka,1981,10,82,9
Dhaka,1981,11,9,9
Dhaka,1981,12,35,9
Dinajpur,1981,1,27,10
Dinajpur,1981,2,47,10
Dinajpur,1981,3,0,10
Dinajpur,1981,4,78,10
Dinajpur,1981,5,595,10
Dinajpur,1981,6,103,10
Dinajpur,1981,7,715,10
Dinajpur,1981,8,289,10
Dinajpur,1981,9,214,10
Dinajpur,1981,10,0,10
Dinajpur,1981,11,5,10
Dinajpur,1981,12,44,10
Faridpur,1981,1,10,11
Faridpur,1981,2,58,11
Faridpur,1981,3,140,11
Faridpur,1981,4,357,11
Faridpur,1981,5,263,11
Faridpur,1981,6,283,11
Faridpur,1981,7,422,11
Faridpur,1981,8,740,11
Faridpur,1981,9,199,11
Faridpur,1981,10,35,11
Faridpur,1981,11,0,11
Faridpur,1981,12,92,11
Feni,1981,1,0,12
Feni,1981,2,37,12
Feni,1981,3,72,12
Feni,1981,4,432,12
Feni,1981,5,580,12
Feni,1981,6,463,12
Feni,1981,7,1091,12
Feni,1981,8,371,12
Feni,1981,9,254,12
Feni,1981,10,10,12
Feni,1981,11,0,12
Feni,1981,12,13,12
Ishurdi,1981,1,30,14
Ishurdi,1981,2,81,14
Ishurdi,1981,3,64,14
Ishurdi,1981,4,360,14
Ishurdi,1981,5,323,14
Ishurdi,1981,6,223,14
Ishurdi,1981,7,478,14
Ishurdi,1981,8,211,14
Ishurdi,1981,9,423,14
Ishurdi,1981,10,0,14
Ishurdi,1981,11,0,14
Ishurdi,1981,12,48,14
Jessore,1981,1,8,15
Jessore,1981,2,108,15
Jessore,1981,3,45,15
Jessore,1981,4,292,15
Jessore,1981,5,234,15
Jessore,1981,6,124,15
Jessore,1981,7,377,15
Jessore,1981,8,292,15
Jessore,1981,9,251,15
Jessore,1981,10,0,15
Jessore,1981,11,0,15
Jessore,1981,12,148,15
Khepupara,1981,1,35,16
Khepupara,1981,2,13,16
Khepupara,1981,3,97,16
Khepupara,1981,4,179,16
Khepupara,1981,5,166,16
Khepupara,1981,6,397,16
Khepupara,1981,7,618,16
Khepupara,1981,8,326,16
Khepupara,1981,9,302,16
Khepupara,1981,10,24,16
Khepupara,1981,11,0,16
Khepupara,1981,12,12,16
Khulna,1981,1,23,17
Khulna,1981,2,42,17
Khulna,1981,3,220,17
Khulna,1981,4,347,17
Khulna,1981,5,236,17
Khulna,1981,6,227,17
Khulna,1981,7,425,17
Khulna,1981,8,268,17
Khulna,1981,9,188,17
Khulna,1981,10,29,17
Khulna,1981,11,0,17
Khulna,1981,12,65,17
M.court,1981,1,108,19
M.court,1981,2,4,19
M.court,1981,3,77,19
M.court,1981,4,265,19
M.court,1981,5,488,19
M.court,1981,6,529,19
M.court,1981,7,1043,19
M.court,1981,8,717,19
M.court,1981,9,328,19
M.court,1981,10,27,19
M.court,1981,11,0,19
M.court,1981,12,24,19
Madaripur,1981,1,56,20
Madaripur,1981,2,35,20
Madaripur,1981,3,142,20
Madaripur,1981,4,340,20
Madaripur,1981,5,294,20
Madaripur,1981,6,207,20
Madaripur,1981,7,434,20
Madaripur,1981,8,0,20
Madaripur,1981,9,0,20
Madaripur,1981,10,0,20
Madaripur,1981,11,0,20
Madaripur,1981,12,0,20
Mymensingh,1981,1,12,22
Mymensingh,1981,2,48,22
Mymensingh,1981,3,51,22
Mymensingh,1981,4,280,22
Mymensingh,1981,5,369,22
Mymensingh,1981,6,103,22
Mymensingh,1981,7,683,22
Mymensingh,1981,8,262,22
Mymensingh,1981,9,278,22
Mymensingh,1981,10,22,22
Mymensingh,1981,11,0,22
Mymensingh,1981,12,79,22
Patuakhali,1981,1,36,23
Patuakhali,1981,2,13,23
Patuakhali,1981,3,184,23
Patuakhali,1981,4,296,23
Patuakhali,1981,5,254,23
Patuakhali,1981,6,606,23
Patuakhali,1981,7,677,23
Patuakhali,1981,8,373,23
Patuakhali,1981,9,216,23
Patuakhali,1981,10,18,23
Patuakhali,1981,11,0,23
Patuakhali,1981,12,3,23
Rajshahi,1981,1,71,24
Rajshahi,1981,2,49,24
Rajshahi,1981,3,26,24
Rajshahi,1981,4,240,24
Rajshahi,1981,5,290,24
Rajshahi,1981,6,159,24
Rajshahi,1981,7,574,24
Rajshahi,1981,8,340,24
Rajshahi,1981,9,398,24
Rajshahi,1981,10,0,24
Rajshahi,1981,11,3,24
Rajshahi,1981,12,91,24
Rangamati,1981,1,0,25
Rangamati,1981,2,0,25
Rangamati,1981,3,0,25
Rangamati,1981,4,230,25
Rangamati,1981,5,344,25
Rangamati,1981,6,337,25
Rangamati,1981,7,262,25
Rangamati,1981,8,447,25
Rangamati,1981,9,371,25
Rangamati,1981,10,42,25
Rangamati,1981,11,24,25
Rangamati,1981,12,0,25
Rangpur,1981,1,20,26
Rangpur,1981,2,10,26
Rangpur,1981,3,13,26
Rangpur,1981,4,137,26
Rangpur,1981,5,432,26
Rangpur,1981,6,104,26
Rangpur,1981,7,0,26
Rangpur,1981,8,0,26
Rangpur,1981,9,0,26
Rangpur,1981,10,0,26
Rangpur,1981,11,0,26
Rangpur,1981,12,47,26
Sandwip,1981,1,42,27
Sandwip,1981,2,1,27
Sandwip,1981,3,143,27
Sandwip,1981,4,474,27
Sandwip,1981,5,325,27
Sandwip,1981,6,264,27
Sandwip,1981,7,917,27
Sandwip,1981,8,662,27
Sandwip,1981,9,537,27
Sandwip,1981,10,50,27
Sandwip,1981,11,0,27
Sandwip,1981,12,25,27
Satkhira,1981,1,31,28
Satkhira,1981,2,40,28
Satkhira,1981,3,120,28
Satkhira,1981,4,264,28
Satkhira,1981,5,180,28
Satkhira,1981,6,200,28
Satkhira,1981,7,570,28
Satkhira,1981,8,289,28
Satkhira,1981,9,273,28
Satkhira,1981,10,8,28
Satkhira,1981,11,0,28
Satkhira,1981,12,98,28
Sitakunda,1981,1,0,29
Sitakunda,1981,2,2,29
Sitakunda,1981,3,131,29
Sitakunda,1981,4,157,29
Sitakunda,1981,5,408,29
Sitakunda,1981,6,456,29
Sitakunda,1981,7,290,29
Sitakunda,1981,8,539,29
Sitakunda,1981,9,315,29
Sitakunda,1981,10,30,29
Sitakunda,1981,11,0,29
Sitakunda,1981,12,6,29
Sylhet,1981,1,21,31
Sylhet,1981,2,39,31
Sylhet,1981,3,109,31
Sylhet,1981,4,420,31
Sylhet,1981,5,1000,31
Sylhet,1981,6,351,31
Sylhet,1981,7,1113,31
Sylhet,1981,8,747,31
Sylhet,1981,9,464,31
Sylhet,1981,10,43,31
Sylhet,1981,11,0,31
Sylhet,1981,12,26,31
Teknaf,1981,1,15,33
Teknaf,1981,2,2,33
Teknaf,1981,3,23,33
Teknaf,1981,4,193,33
Teknaf,1981,5,259,33
Teknaf,1981,6,1127,33
Teknaf,1981,7,1204,33
Teknaf,1981,8,845,33
Teknaf,1981,9,473,33
Teknaf,1981,10,115,33
Teknaf,1981,11,81,33
Teknaf,1981,12,29,33
Barisal,1982,1,0,2
Barisal,1982,2,57,2
Barisal,1982,3,17,2
Barisal,1982,4,178,2
Barisal,1982,5,65,2
Barisal,1982,6,465,2
Barisal,1982,7,223,2
Barisal,1982,8,593,2
Barisal,1982,9,219,2
Barisal,1982,10,6,2
Barisal,1982,11,34,2
Barisal,1982,12,11,2
Bhola,1982,1,0,3
Bhola,1982,2,56,3
Bhola,1982,3,16,3
Bhola,1982,4,208,3
Bhola,1982,5,93,3
Bhola,1982,6,515,3
Bhola,1982,7,261,3
Bhola,1982,8,579,3
Bhola,1982,9,246,3
Bhola,1982,10,11,3
Bhola,1982,11,29,3
Bhola,1982,12,0,3
Bogra,1982,1,0,4
Bogra,1982,2,4,4
Bogra,1982,3,32,4
Bogra,1982,4,48,4
Bogra,1982,5,121,4
Bogra,1982,6,234,4
Bogra,1982,7,360,4
Bogra,1982,8,262,4
Bogra,1982,9,120,4
Bogra,1982,10,30,4
Bogra,1982,11,11,4
Bogra,1982,12,1,4
Chandpur,1982,1,0,5
Chandpur,1982,2,46,5
Chandpur,1982,3,36,5
Chandpur,1982,4,205,5
Chandpur,1982,5,161,5
Chandpur,1982,6,664,5
Chandpur,1982,7,815,5
Chandpur,1982,8,939,5
Chandpur,1982,9,250,5
Chandpur,1982,10,17,5
Chandpur,1982,11,83,5
Chandpur,1982,12,8,5
Chittagong (IAP-Patenga),1982,1,0,6
Chittagong (IAP-Patenga),1982,2,7,6
Chittagong (IAP-Patenga),1982,3,53,6
Chittagong (IAP-Patenga),1982,4,143,6
Chittagong (IAP-Patenga),1982,5,44,6
Chittagong (IAP-Patenga),1982,6,746,6
Chittagong (IAP-Patenga),1982,7,475,6
Chittagong (IAP-Patenga),1982,8,797,6
Chittagong (IAP-Patenga),1982,9,401,6
Chittagong (IAP-Patenga),1982,10,5,6
Chittagong (IAP-Patenga),1982,11,43,6
Chittagong (IAP-Patenga),1982,12,1,6
Comilla,1982,1,0,7
Comilla,1982,2,12,7
Comilla,1982,3,7,7
Comilla,1982,4,232,7
Comilla,1982,5,358,7
Comilla,1982,6,593,7
Comilla,1982,7,219,7
Comilla,1982,8,519,7
Comilla,1982,9,194,7
Comilla,1982,10,19,7
Comilla,1982,11,32,7
Comilla,1982,12,0,7
CoxsBazar,1982,1,0,8
CoxsBazar,1982,2,22,8
CoxsBazar,1982,3,13,8
CoxsBazar,1982,4,123,8
CoxsBazar,1982,5,26,8
CoxsBazar,1982,6,1199,8
CoxsBazar,1982,7,866,8
CoxsBazar,1982,8,850,8
CoxsBazar,1982,9,483,8
CoxsBazar,1982,10,3,8
CoxsBazar,1982,11,119,8
CoxsBazar,1982,12,0,8
Dhaka,1982,1,0,9
Dhaka,1982,2,15,9
Dhaka,1982,3,81,9
Dhaka,1982,4,104,9
Dhaka,1982,5,154,9
Dhaka,1982,6,514,9
Dhaka,1982,7,136,9
Dhaka,1982,8,346,9
Dhaka,1982,9,258,9
Dhaka,1982,10,146,9
Dhaka,1982,11,51,9
Dhaka,1982,12,0,9
Dinajpur,1982,1,0,10
Dinajpur,1982,2,2,10
Dinajpur,1982,3,8,10
Dinajpur,1982,4,111,10
Dinajpur,1982,5,101,10
Dinajpur,1982,6,264,10
Dinajpur,1982,7,260,10
Dinajpur,1982,8,361,10
Dinajpur,1982,9,164,10
Dinajpur,1982,10,42,10
Dinajpur,1982,11,29,10
Dinajpur,1982,12,0,10
Faridpur,1982,1,0,11
Faridpur,1982,2,24,11
Faridpur,1982,3,63,11
Faridpur,1982,4,126,11
Faridpur,1982,5,217,11
Faridpur,1982,6,211,11
Faridpur,1982,7,210,11
Faridpur,1982,8,271,11
Faridpur,1982,9,147,11
Faridpur,1982,10,25,11
Faridpur,1982,11,116,11
Faridpur,1982,12,0,11
Feni,1982,1,0,12
Feni,1982,2,16,12
Feni,1982,3,4,12
Feni,1982,4,413,12
Feni,1982,5,158,12
Feni,1982,6,763,12
Feni,1982,7,687,12
Feni,1982,8,894,12
Feni,1982,9,406,12
Feni,1982,10,9,12
Feni,1982,11,37,12
Feni,1982,12,0,12
Hatiya,1982,1,0,13
Hatiya,1982,2,0,13
Hatiya,1982,3,5,13
Hatiya,1982,4,161,13
Hatiya,1982,5,27,13
Hatiya,1982,6,581,13
Hatiya,1982,7,604,13
Hatiya,1982,8,754,13
Hatiya,1982,9,294,13
Hatiya,1982,10,23,13
Hatiya,1982,11,13,13
Hatiya,1982,12,1,13
Ishurdi,1982,1,0,14
Ishurdi,1982,2,8,14
Ishurdi,1982,3,81,14
Ishurdi,1982,4,133,14
Ishurdi,1982,5,144,14
Ishurdi,1982,6,227,14
Ishurdi,1982,7,201,14
Ishurdi,1982,8,205,14
Ishurdi,1982,9,155,14
Ishurdi,1982,10,31,14
Ishurdi,1982,11,67,14
Ishurdi,1982,12,1,14
Jessore,1982,1,0,15
Jessore,1982,2,4,15
Jessore,1982,3,52,15
Jessore,1982,4,224,15
Jessore,1982,5,71,15
Jessore,1982,6,319,15
Jessore,1982,7,171,15
Jessore,1982,8,195,15
Jessore,1982,9,232,15
Jessore,1982,10,5,15
Jessore,1982,11,21,15
Jessore,1982,12,1,15
Khepupara,1982,1,0,16
Khepupara,1982,2,9,16
Khepupara,1982,3,6,16
Khepupara,1982,4,106,16
Khepupara,1982,5,116,16
Khepupara,1982,6,603,16
Khepupara,1982,7,523,16
Khepupara,1982,8,915,16
Khepupara,1982,9,329,16
Khepupara,1982,10,8,16
Khepupara,1982,11,29,16
Khepupara,1982,12,0,16
Khulna,1982,1,0,17
Khulna,1982,2,15,17
Khulna,1982,3,23,17
Khulna,1982,4,135,17
Khulna,1982,5,30,17
Khulna,1982,6,340,17
Khulna,1982,7,129,17
Khulna,1982,8,386,17
Khulna,1982,9,268,17
Khulna,1982,10,22,17
Khulna,1982,11,29,17
Khulna,1982,12,3,17
M.court,1982,1,0,19
M.court,1982,2,54,19
M.court,1982,3,9,19
M.court,1982,4,275,19
M.court,1982,5,67,19
M.court,1982,6,797,19
M.court,1982,7,852,19
M.court,1982,8,1033,19
M.court,1982,9,435,19
M.court,1982,10,46,19
M.court,1982,11,18,19
M.court,1982,12,5,19
Madaripur,1982,1,0,20
Madaripur,1982,2,4,20
Madaripur,1982,3,47,20
Madaripur,1982,4,128,20
Madaripur,1982,5,101,20
Madaripur,1982,6,457,20
Madaripur,1982,7,240,20
Madaripur,1982,8,374,20
Madaripur,1982,9,293,20
Madaripur,1982,10,53,20
Madaripur,1982,11,61,20
Madaripur,1982,12,0,20
Mymensingh,1982,1,0,22
Mymensingh,1982,2,2,22
Mymensingh,1982,3,65,22
Mymensingh,1982,4,124,22
Mymensingh,1982,5,276,22
Mymensingh,1982,6,689,22
Mymensingh,1982,7,582,22
Mymensingh,1982,8,337,22
Mymensingh,1982,9,243,22
Mymensingh,1982,10,28,22
Mymensingh,1982,11,8,22
Mymensingh,1982,12,0,22
Patuakhali,1982,1,0,23
Patuakhali,1982,2,34,23
Patuakhali,1982,3,0,23
Patuakhali,1982,4,179,23
Patuakhali,1982,5,53,23
Patuakhali,1982,6,983,23
Patuakhali,1982,7,553,23
Patuakhali,1982,8,892,23
Patuakhali,1982,9,877,23
Patuakhali,1982,10,69,23
Patuakhali,1982,11,5,23
Patuakhali,1982,12,13,23
Rajshahi,1982,1,0,24
Rajshahi,1982,2,10,24
Rajshahi,1982,3,80,24
Rajshahi,1982,4,139,24
Rajshahi,1982,5,43,24
Rajshahi,1982,6,260,24
Rajshahi,1982,7,189,24
Rajshahi,1982,8,217,24
Rajshahi,1982,9,66,24
Rajshahi,1982,10,38,24
Rajshahi,1982,11,60,24
Rajshahi,1982,12,1,24
Rangamati,1982,1,0,25
Rangamati,1982,2,71,25
Rangamati,1982,3,0,25
Rangamati,1982,4,84,25
Rangamati,1982,5,103,25
Rangamati,1982,6,308,25
