StationNames,Year,Month,Rainfall,StationIndex
Rangamati,1998,2,79,25
Rangamati,1998,3,137,25
Rangamati,1998,4,157,25
Rangamati,1998,5,658,25
Rangamati,1998,6,294,25
Rangamati,1998,7,1065,25
Rangamati,1998,8,493,25
Rangamati,1998,9,287,25
Rangamati,1998,10,102,25
Rangamati,1998,11,19,25
Rangamati,1998,12,0,25
Rangpur,1998,1,0,26
Rangpur,1998,2,12,26
Rangpur,1998,3,50,26
Rangpur,1998,4,173,26
Rangpur,1998,5,202,26
Rangpur,1998,6,333,26
Rangpur,1998,7,473,26
Rangpur,1998,8,458,26
Rangpur,1998,9,255,26
Rangpur,1998,10,409,26
Rangpur,1998,11,0,26
Rangpur,1998,12,0,26
Sandwip,1998,1,41,27
Sandwip,1998,2,30,27
Sandwip,1998,3,128,27
Sandwip,1998,4,197,27
Sandwip,1998,5,466,27
Sandwip,1998,6,381,27
Sandwip,1998,7,990,27
Sandwip,1998,8,1296,27
Sandwip,1998,9,374,27
Sandwip,1998,10,218,27
Sandwip,1998,11,133,27
Sandwip,1998,12,0,27
Satkhira,1998,1,53,28
Satkhira,1998,2,71,28
Satkhira,1998,3,164,28
Satkhira,1998,4,96,28
Satkhira,1998,5,159,28
Satkhira,1998,6,123,28
Satkhira,1998,7,320,28
Satkhira,1998,8,185,28
Satkhira,1998,9,189,28
Satkhira,1998,10,232,28
Satkhira,1998,11,135,28
Satkhira,1998,12,0,28
Sitakunda,1998,1,22,29
Sitakunda,1998,2,72,29
Sitakunda,1998,3,108,29
Sitakunda,1998,4,353,29
Sitakunda,1998,5,485,29
Sitakunda,1998,6,309,29
Sitakunda,1998,7,1146,29
Sitakunda,1998,8,1192,29
Sitakunda,1998,9,532,29
Sitakunda,1998,10,141,29
Sitakunda,1998,11,126,29
Sitakunda,1998,12,0,29
Srimangal,1998,1,12,30
Srimangal,1998,2,1,30
Srimangal,1998,3,103,30
Srimangal,1998,4,196,30
Srimangal,1998,5,229,30
Srimangal,1998,6,247,30
Srimangal,1998,7,508,30
Srimangal,1998,8,250,30
Srimangal,1998,9,204,30
Srimangal,1998,10,95,30
Srimangal,1998,11,79,30
Srimangal,1998,12,0,30
Sylhet,1998,1,7,31
Sylhet,1998,2,15,31
Sylhet,1998,3,239,31
Sylhet,1998,4,548,31
Sylhet,1998,5,366,31
Sylhet,1998,6,858,31
Sylhet,1998,7,1245,31
Sylhet,1998,8,665,31
Sylhet,1998,9,313,31
Sylhet,1998,10,90,31
Sylhet,1998,11,42,31
Sylhet,1998,12,0,31
Tangail,1998,1,15,32
Tangail,1998,2,3,32
Tangail,1998,3,48,32
Tangail,1998,4,152,32
Tangail,1998,5,416,32
Tangail,1998,6,132,32
Tangail,1998,7,459,32
Tangail,1998,8,444,32
Tangail,1998,9,239,32
Tangail,1998,10,38,32
Tangail,1998,11,62,32
Tangail,1998,12,0,32
Teknaf,1998,1,2,33
Teknaf,1998,2,0,33
Teknaf,1998,3,13,33
Teknaf,1998,4,88,33
Teknaf,1998,5,429,33
Teknaf,1998,6,424,33
Teknaf,1998,7,1275,33
Teknaf,1998,8,1474,33
Teknaf,1998,9,320,33
Teknaf,1998,10,159,33
Teknaf,1998,11,79,33
Teknaf,1998,12,0,33
Chittagong (City-Ambagan),1999,1,0,1
Chittagong (City-Ambagan),1999,2,0,1
Chittagong (City-Ambagan),1999,3,1,1
Chittagong (City-Ambagan),1999,4,0,1
Chittagong (City-Ambagan),1999,5,403,1
Chittagong (City-Ambagan),1999,6,896,1
Chittagong (City-Ambagan),1999,7,609,1
Chittagong (City-Ambagan),1999,8,834,1
Chittagong (City-Ambagan),1999,9,244,1
Chittagong (City-Ambagan),1999,10,198,1
Chittagong (City-Ambagan),1999,11,11,1
Chittagong (City-Ambagan),1999,12,81,1
Barisal,1999,1,0,2
Barisal,1999,2,0,2
Barisal,1999,3,0,2
Barisal,1999,4,20,2
Barisal,1999,5,212,2
Barisal,1999,6,260,2
Barisal,1999,7,527,2
Barisal,1999,8,404,2
Barisal,1999,9,301,2
Barisal,1999,10,228,2
Barisal,1999,11,1,2
Barisal,1999,12,2,2
Bhola,1999,1,0,3
Bhola,1999,2,0,3
Bhola,1999,3,0,3
Bhola,1999,4,72,3
Bhola,1999,5,319,3
Bhola,1999,6,359,3
Bhola,1999,7,590,3
Bhola,1999,8,432,3
Bhola,1999,9,398,3
Bhola,1999,10,436,3
Bhola,1999,11,0,3
Bhola,1999,12,8,3
Chandpur,1999,1,0,5
Chandpur,1999,2,0,5
Chandpur,1999,3,1,5
Chandpur,1999,4,21,5
Chandpur,1999,5,357,5
Chandpur,1999,6,289,5
Chandpur,1999,7,947,5
Chandpur,1999,8,323,5
Chandpur,1999,9,394,5
Chandpur,1999,10,284,5
Chandpur,1999,11,4,5
Chandpur,1999,12,1,5
Chittagong (IAP-Patenga),1999,1,0,6
Chittagong (IAP-Patenga),1999,2,0,6
Chittagong (IAP-Patenga),1999,3,0,6
Chittagong (IAP-Patenga),1999,4,0,6
Chittagong (IAP-Patenga),1999,5,463,6
Chittagong (IAP-Patenga),1999,6,879,6
Chittagong (IAP-Patenga),1999,7,491,6
Chittagong (IAP-Patenga),1999,8,848,6
Chittagong (IAP-Patenga),1999,9,203,6
Chittagong (IAP-Patenga),1999,10,201,6
Chittagong (IAP-Patenga),1999,11,2,6
Chittagong (IAP-Patenga),1999,12,107,6
Comilla,1999,1,0,7
Comilla,1999,2,0,7
Comilla,1999,3,2,7
Comilla,1999,4,7,7
Comilla,1999,5,229,7
Comilla,1999,6,350,7
Comilla,1999,7,892,7
Comilla,1999,8,371,7
Comilla,1999,9,365,7
Comilla,1999,10,292,7
Comilla,1999,11,43,7
Comilla,1999,12,0,7
CoxsBazar,1999,1,0,8
CoxsBazar,1999,2,0,8
CoxsBazar,1999,3,0,8
CoxsBazar,1999,4,8,8
CoxsBazar,1999,5,578,8
CoxsBazar,1999,6,853,8
CoxsBazar,1999,7,919,8
CoxsBazar,1999,8,1134,8
CoxsBazar,1999,9,391,8
CoxsBazar,1999,10,277,8
CoxsBazar,1999,11,1,8
CoxsBazar,1999,12,124,8
Dhaka,1999,1,0,9
Dhaka,1999,2,0,9
Dhaka,1999,3,0,9
Dhaka,1999,4,21,9
Dhaka,1999,5,428,9
Dhaka,1999,6,348,9
Dhaka,1999,7,553,9
Dhaka,1999,8,282,9
Dhaka,1999,9,361,9
Dhaka,1999,10,368,9
Dhaka,1999,11,13,9
Dhaka,1999,12,0,9
Dinajpur,1999,1,0,10
Dinajpur,1999,2,0,10
Dinajpur,1999,3,0,10
Dinajpur,1999,4,68,10
Dinajpur,1999,5,367,10
Dinajpur,1999,6,283,10
Dinajpur,1999,7,403,10
Dinajpur,1999,8,587,10
Dinajpur,1999,9,589,10
Dinajpur,1999,10,234,10
Dinajpur,1999,11,5,10
Dinajpur,1999,12,0,10
Faridpur,1999,1,0,11
Faridpur,1999,2,0,11
Faridpur,1999,3,0,11
Faridpur,1999,4,59,11
Faridpur,1999,5,208,11
Faridpur,1999,6,335,11
Faridpur,1999,7,421,11
Faridpur,1999,8,452,11
Faridpur,1999,9,204,11
Faridpur,1999,10,422,11
Faridpur,1999,11,4,11
Faridpur,1999,12,0,11
Feni,1999,1,0,12
Feni,1999,2,0,12
Feni,1999,3,41,12
Feni,1999,4,4,12
Feni,1999,5,409,12
Feni,1999,6,837,12
Feni,1999,7,972,12
Feni,1999,8,571,12
Feni,1999,9,250,12
Feni,1999,10,232,12
Feni,1999,11,57,12
Feni,1999,12,32,12
Hatiya,1999,1,0,13
Hatiya,1999,2,2,13
Hatiya,1999,3,0,13
Hatiya,1999,4,11,13
Hatiya,1999,5,322,13
Hatiya,1999,6,771,13
Hatiya,1999,7,949,13
Hatiya,1999,8,736,13
Hatiya,1999,9,515,13
Hatiya,1999,10,305,13
Hatiya,1999,11,1,13
Hatiya,1999,12,34,13
Ishurdi,1999,1,0,14
Ishurdi,1999,2,0,14
Ishurdi,1999,3,0,14
Ishurdi,1999,4,2,14
Ishurdi,1999,5,203,14
Ishurdi,1999,6,386,14
Ishurdi,1999,7,407,14
Ishurdi,1999,8,249,14
Ishurdi,1999,9,297,14
Ishurdi,1999,10,205,14
Ishurdi,1999,11,3,14
Ishurdi,1999,12,0,14
Khepupara,1999,1,0,16
Khepupara,1999,2,0,16
Khepupara,1999,3,1,16
Khepupara,1999,4,27,16
Khepupara,1999,5,458,16
Khepupara,1999,6,734,16
Khepupara,1999,7,768,16
Khepupara,1999,8,535,16
Khepupara,1999,9,520,16
Khepupara,1999,10,260,16
Khepupara,1999,11,5,16
Khepupara,1999,12,6,16
Khulna,1999,1,0,17
Khulna,1999,2,0,17
Khulna,1999,3,0,17
Khulna,1999,4,14,17
Khulna,1999,5,172,17
Khulna,1999,6,185,17
Khulna,1999,7,420,17
Khulna,1999,8,371,17
Khulna,1999,9,374,17
Khulna,1999,10,160,17
Khulna,1999,11,14,17
Khulna,1999,12,0,17
Kutubdia,1999,1,0,18
Kutubdia,1999,2,0,18
Kutubdia,1999,3,0,18
Kutubdia,1999,4,0,18
Kutubdia,1999,5,410,18
Kutubdia,1999,6,648,18
Kutubdia,1999,7,602,18
Kutubdia,1999,8,821,18
Kutubdia,1999,9,314,18
Kutubdia,1999,10,262,18
Kutubdia,1999,11,34,18
Kutubdia,1999,12,66,18
M.court,1999,1,0,19
M.court,1999,2,0,19
M.court,1999,3,0,19
M.court,1999,4,20,19
M.court,1999,5,427,19
M.court,1999,6,645,19
M.court,1999,7,690,19
M.court,1999,8,648,19
M.court,1999,9,631,19
M.court,1999,10,233,19
M.court,1999,11,0,19
M.court,1999,12,8,19
Madaripur,1999,1,0,20
Madaripur,1999,2,0,20
Madaripur,1999,3,0,20
Madaripur,1999,4,9,20
Madaripur,1999,5,236,20
Madaripur,1999,6,314,20
Madaripur,1999,7,592,20
Madaripur,1999,8,357,20
Madaripur,1999,9,191,20
Madaripur,1999,10,384,20
Madaripur,1999,11,16,20
Madaripur,1999,12,0,20
Mongla,1999,1,1,21
Mongla,1999,2,0,21
Mongla,1999,3,0,21
Mongla,1999,4,25,21
Mongla,1999,5,202,21
Mongla,1999,6,262,21
Mongla,1999,7,435,21
Mongla,1999,8,442,21
Mongla,1999,9,479,21
Mongla,1999,10,321,21
Mongla,1999,11,12,21
Mongla,1999,12,0,21
Mymensingh,1999,1,0,22
Mymensingh,1999,2,0,22
Mymensingh,1999,3,1,22
Mymensingh,1999,4,108,22
Mymensingh,1999,5,415,22
Mymensingh,1999,6,211,22
Mymensingh,1999,7,401,22
Mymensingh,1999,8,349,22
Mymensingh,1999,9,175,22
Mymensingh,1999,10,513,22
Mymensingh,1999,11,1,22
Mymensingh,1999,12,0,22
Patuakhali,1999,1,0,23
Patuakhali,1999,2,0,23
Patuakhali,1999,3,0,23
Patuakhali,1999,4,8,23
Patuakhali,1999,5,332,23
Patuakhali,1999,6,479,23
Patuakhali,1999,7,749,23
Patuakhali,1999,8,588,23
Patuakhali,1999,9,417,23
Patuakhali,1999,10,231,23
Patuakhali,1999,11,5,23
Patuakhali,1999,12,8,23
Rajshahi,1999,1,0,24
Rajshahi,1999,2,0,24
Rajshahi,1999,3,0,24
Rajshahi,1999,4,9,24
Rajshahi,1999,5,144,24
Rajshahi,1999,6,348,24
Rajshahi,1999,7,349,24
Rajshahi,1999,8,354,24
Rajshahi,1999,9,502,24
Rajshahi,1999,10,155,24
Rajshahi,1999,11,1,24
Rajshahi,1999,12,0,24
Rangamati,1999,1,0,25
Rangamati,1999,2,0,25
Rangamati,1999,3,3,25
Rangamati,1999,4,0,25
Rangamati,1999,5,379,25
Rangamati,1999,6,1117,25
Rangamati,1999,7,590,25
Rangamati,1999,8,474,25
Rangamati,1999,9,201,25
Rangamati,1999,10,149,25
Rangamati,1999,11,3,25
Rangamati,1999,12,115,25
Rangpur,1999,1,0,26
Rangpur,1999,2,0,26
Rangpur,1999,3,7,26
Rangpur,1999,4,228,26
Rangpur,1999,5,336,26
Rangpur,1999,6,447,26
Rangpur,1999,7,436,26
Rangpur,1999,8,829,26
Rangpur,1999,9,337,26
Rangpur,1999,10,303,26
Rangpur,1999,11,8,26
Rangpur,1999,12,0,26
Sandwip,1999,1,0,27
Sandwip,1999,2,0,27
Sandwip,1999,3,0,27
Sandwip,1999,4,14,27
Sandwip,1999,5,582,27
Sandwip,1999,6,768,27
Sandwip,1999,7,964,27
Sandwip,1999,8,956,27
Sandwip,1999,9,410,27
Sandwip,1999,10,363,27
Sandwip,1999,11,0,27
Sandwip,1999,12,42,27
Satkhira,1999,1,0,28
Satkhira,1999,2,0,28
Satkhira,1999,3,0,28
Satkhira,1999,4,28,28
Satkhira,1999,5,272,28
Satkhira,1999,6,217,28
Satkhira,1999,7,291,28
Satkhira,1999,8,332,28
Satkhira,1999,9,361,28
Satkhira,1999,10,111,28
Satkhira,1999,11,4,28
Satkhira,1999,12,0,28
Sitakunda,1999,1,0,29
Sitakunda,1999,2,0,29
Sitakunda,1999,3,0,29
Sitakunda,1999,4,4,29
Sitakunda,1999,5,389,29
Sitakunda,1999,6,902,29
Sitakunda,1999,7,879,29
Sitakunda,1999,8,581,29
Sitakunda,1999,9,243,29
Sitakunda,1999,10,221,29
Sitakunda,1999,11,0,29
Sitakunda,1999,12,44,29
Srimangal,1999,1,0,30
Srimangal,1999,2,0,30
Srimangal,1999,3,26,30
Srimangal,1999,4,9,30
Srimangal,1999,5,433,30
Srimangal,1999,6,275,30
Srimangal,1999,7,457,30
Srimangal,1999,8,259,30
Srimangal,1999,9,307,30
Srimangal,1999,10,349,30
Srimangal,1999,11,0,30
Srimangal,1999,12,1,30
Sylhet,1999,1,0,31
Sylhet,1999,2,0,31
Sylhet,1999,3,49,31
Sylhet,1999,4,207,31
Sylhet,1999,5,731,31
Sylhet,1999,6,472,31
Sylhet,1999,7,775,31
Sylhet,1999,8,503,31
Sylhet,1999,9,253,31
Sylhet,1999,10,344,31
Sylhet,1999,11,0,31
Sylhet,1999,12,0,31
Tangail,1999,1,0,32
Tangail,1999,2,0,32
Tangail,1999,3,0,32
Tangail,1999,4,6,32
Tangail,1999,5,206,32
Tangail,1999,6,201,32
Tangail,1999,7,358,32
Tangail,1999,8,156,32
Tangail,1999,9,246,32
Tangail,1999,10,193,32
Tangail,1999,11,35,32
Tangail,1999,12,0,32
Teknaf,1999,1,0,33
Teknaf,1999,2,0,33
Teknaf,1999,3,0,33
Teknaf,1999,4,0,33
Teknaf,1999,5,629,33
Teknaf,1999,6,982,33
Teknaf,1999,7,771,33
Teknaf,1999,8,1395,33
Teknaf,1999,9,513,33
Teknaf,1999,10,392,33
Teknaf,1999,11,2,33
Teknaf,1999,12,36,33
Chittagong (City-Ambagan),2000,1,34,1
Chittagong (City-Ambagan),2000,2,10,1
Chittagong (City-Ambagan),2000,3,46,1
Chittagong (City-Ambagan),2000,4,119,1
Chittagong (City-Ambagan),2000,5,464,1
Chittagong (City-Ambagan),2000,6,622,1
Chittagong (City-Ambagan),2000,7,708,1
Chittagong (City-Ambagan),2000,8,564,1
Chittagong (City-Ambagan),2000,9,165,1
Chittagong (City-Ambagan),2000,10,488,1
Chittagong (City-Ambagan),2000,11,15,1
Chittagong (City-Ambagan),2000,12,0,1
Barisal,2000,1,19,2
Barisal,2000,2,16,2
Barisal,2000,3,50,2
Barisal,2000,4,135,2
Barisal,2000,5,246,2
Barisal,2000,6,286,2
Barisal,2000,7,389,2
Barisal,2000,8,203,2
Barisal,2000,9,245,2
Barisal,2000,10,171,2
Barisal,2000,11,10,2
Barisal,2000,12,0,2
Bhola,2000,1,42,3
Bhola,2000,2,8,3
Bhola,2000,3,61,3
Bhola,2000,4,126,3
Bhola,2000,5,279,3
Bhola,2000,6,416,3
Bhola,2000,7,432,3
Bhola,2000,8,233,3
Bhola,2000,9,206,3
Bhola,2000,10,139,3
Bhola,2000,11,89,3
Bhola,2000,12,0,3
Bogra,2000,1,18,4
Bogra,2000,2,37,4
Bogra,2000,3,76,4
Bogra,2000,4,158,4
Bogra,2000,5,272,4
Bogra,2000,6,250,4
Bogra,2000,7,190,4
Bogra,2000,8,289,4
Bogra,2000,9,466,4
Bogra,2000,10,84,4
Bogra,2000,11,0,4
Bogra,2000,12,0,4
Chandpur,2000,1,25,5
Chandpur,2000,2,15,5
Chandpur,2000,3,58,5
Chandpur,2000,4,160,5
Chandpur,2000,5,470,5
Chandpur,2000,6,288,5
Chandpur,2000,7,293,5
Chandpur,2000,8,214,5
Chandpur,2000,9,73,5
Chandpur,2000,10,188,5
Chandpur,2000,11,1,5
Chandpur,2000,12,0,5
Chittagong (IAP-Patenga),2000,1,17,6
Chittagong (IAP-Patenga),2000,2,0,6
Chittagong (IAP-Patenga),2000,3,16,6
Chittagong (IAP-Patenga),2000,4,108,6
Chittagong (IAP-Patenga),2000,5,748,6
Chittagong (IAP-Patenga),2000,6,643,6
Chittagong (IAP-Patenga),2000,7,713,6
Chittagong (IAP-Patenga),2000,8,689,6
Chittagong (IAP-Patenga),2000,9,138,6
Chittagong (IAP-Patenga),2000,10,416,6
Chittagong (IAP-Patenga),2000,11,15,6
Chittagong (IAP-Patenga),2000,12,0,6
Comilla,2000,1,45,7
Comilla,2000,2,52,7
Comilla,2000,3,121,7
Comilla,2000,4,212,7
Comilla,2000,5,554,7
Comilla,2000,6,295,7
Comilla,2000,7,182,7
Comilla,2000,8,319,7
Comilla,2000,9,106,7
Comilla,2000,10,155,7
Comilla,2000,11,3,7
Comilla,2000,12,0,7
CoxsBazar,2000,1,1,8
CoxsBazar,2000,2,2,8
CoxsBazar,2000,3,96,8
CoxsBazar,2000,4,65,8
CoxsBazar,2000,5,589,8
CoxsBazar,2000,6,841,8
CoxsBazar,2000,7,1300,8
CoxsBazar,2000,8,870,8
CoxsBazar,2000,9,503,8
CoxsBazar,2000,10,424,8
CoxsBazar,2000,11,16,8
CoxsBazar,2000,12,0,8
Dhaka,2000,1,13,9
Dhaka,2000,2,44,9
Dhaka,2000,3,172,9
Dhaka,2000,4,189,9
Dhaka,2000,5,608,9
Dhaka,2000,6,165,9
Dhaka,2000,7,197,9
Dhaka,2000,8,359,9
Dhaka,2000,9,216,9
Dhaka,2000,10,278,9
Dhaka,2000,11,0,9
Dhaka,2000,12,0,9
Dinajpur,2000,1,0,10
Dinajpur,2000,2,30,10
Dinajpur,2000,3,1,10
Dinajpur,2000,4,147,10
Dinajpur,2000,5,325,10
Dinajpur,2000,6,399,10
Dinajpur,2000,7,197,10
Dinajpur,2000,8,195,10
Dinajpur,2000,9,196,10
Dinajpur,2000,10,25,10
Dinajpur,2000,11,0,10
Dinajpur,2000,12,0,10
Faridpur,2000,1,17,11
Faridpur,2000,2,57,11
Faridpur,2000,3,31,11
Faridpur,2000,4,169,11
Faridpur,2000,5,398,11
Faridpur,2000,6,128,11
Faridpur,2000,7,153,11
Faridpur,2000,8,345,11
Faridpur,2000,9,399,11
Faridpur,2000,10,255,11
Faridpur,2000,11,0,11
Faridpur,2000,12,0,11
Feni,2000,1,34,12
Feni,2000,2,10,12
Feni,2000,3,195,12
Feni,2000,4,178,12
Feni,2000,5,520,12
Feni,2000,6,594,12
Feni,2000,7,718,12
Feni,2000,8,756,12
Feni,2000,9,376,12
Feni,2000,10,210,12
Feni,2000,11,60,12
Feni,2000,12,0,12
Hatiya,2000,1,40,13
Hatiya,2000,2,6,13
Hatiya,2000,3,11,13
Hatiya,2000,4,105,13
Hatiya,2000,5,686,13
Hatiya,2000,6,715,13
Hatiya,2000,7,694,13
Hatiya,2000,8,415,13
Hatiya,2000,9,422,13
Hatiya,2000,10,369,13
Hatiya,2000,11,15,13
Hatiya,2000,12,0,13
Ishurdi,2000,1,8,14
Ishurdi,2000,2,61,14
Ishurdi,2000,3,20,14
Ishurdi,2000,4,206,14
Ishurdi,2000,5,233,14
Ishurdi,2000,6,212,14
Ishurdi,2000,7,241,14
Ishurdi,2000,8,147,14
Ishurdi,2000,9,551,14
Ishurdi,2000,10,129,14
Ishurdi,2000,11,0,14
Ishurdi,2000,12,0,14
Jessore,2000,1,1,15
Jessore,2000,2,19,15
Jessore,2000,3,7,15
Jessore,2000,4,74,15
Jessore,2000,5,164,15
Jessore,2000,6,209,15
Jessore,2000,7,486,15
Jessore,2000,8,239,15
Jessore,2000,9,467,15
Jessore,2000,10,145,15
Jessore,2000,11,0,15
Jessore,2000,12,0,15
Khepupara,2000,1,26,16
Khepupara,2000,2,13,16
Khepupara,2000,3,2,16
Khepupara,2000,4,109,16
Khepupara,2000,5,526,16
Khepupara,2000,6,419,16
Khepupara,2000,7,797,16
Khepupara,2000,8,411,16
Khepupara,2000,9,360,16
Khepupara,2000,10,259,16
Khepupara,2000,11,19,16
Khepupara,2000,12,0,16
Khulna,2000,1,4,17
Khulna,2000,2,16,17
Khulna,2000,3,18,17
Khulna,2000,4,100,17
Khulna,2000,5,145,17
Khulna,2000,6,217,17
Khulna,2000,7,410,17
Khulna,2000,8,294,17
Khulna,2000,9,336,17
Khulna,2000,10,216,17
Khulna,2000,11,0,17
Khulna,2000,12,0,17
Kutubdia,2000,1,10,18
Kutubdia,2000,2,3,18
Kutubdia,2000,3,43,18
Kutubdia,2000,4,84,18
Kutubdia,2000,5,446,18
Kutubdia,2000,6,691,18
Kutubdia,2000,7,792,18
Kutubdia,2000,8,659,18
Kutubdia,2000,9,85,18
Kutubdia,2000,10,321,18
Kutubdia,2000,11,4,18
Kutubdia,2000,12,0,18
M.court,2000,1,40,19
M.court,2000,2,13,19
M.court,2000,3,35,19
M.court,2000,4,142,19
M.court,2000,5,542,19
M.court,2000,6,568,19
M.court,2000,7,629,19
M.court,2000,8,393,19
M.court,2000,9,248,19
M.court,2000,10,155,19
M.court,2000,11,43,19
M.court,2000,12,0,19
Madaripur,2000,1,16,20
Madaripur,2000,2,46,20
Madaripur,2000,3,5,20
Madaripur,2000,4,212,20
Madaripur,2000,5,341,20
Madaripur,2000,6,182,20
Madaripur,2000,7,259,20
Madaripur,2000,8,321,20
Madaripur,2000,9,214,20
Madaripur,2000,10,321,20
Madaripur,2000,11,0,20
Madaripur,2000,12,0,20
Mongla,2000,1,28,21
Mongla,2000,2,9,21
Mongla,2000,3,15,21
Mongla,2000,4,134,21
Mongla,2000,5,283,21
Mongla,2000,6,309,21
Mongla,2000,7,356,21
Mongla,2000,8,209,21
Mongla,2000,9,327,21
Mongla,2000,10,124,21
Mongla,2000,11,5,21
Mongla,2000,12,0,21
Mymensingh,2000,1,18,22
Mymensingh,2000,2,20,22
Mymensingh,2000,3,74,22
Mymensingh,2000,4,318,22
Mymensingh,2000,5,462,22
Mymensingh,2000,6,463,22
Mymensingh,2000,7,150,22
Mymensingh,2000,8,257,22
Mymensingh,2000,9,385,22
Mymensingh,2000,10,170,22
Mymensingh,2000,11,0,22
Mymensingh,2000,12,0,22
Patuakhali,2000,1,26,23
Patuakhali,2000,2,8,23
Patuakhali,2000,3,15,23
Patuakhali,2000,4,133,23
Patuakhali,2000,5,212,23
Patuakhali,2000,6,282,23
Patuakhali,2000,7,497,23
Patuakhali,2000,8,300,23
Patuakhali,2000,9,330,23
Patuakhali,2000,10,232,23
Patuakhali,2000,11,95,23
Patuakhali,2000,12,0,23
Rajshahi,2000,1,4,24
Rajshahi,2000,2,47,24
Rajshahi,2000,3,27,24
Rajshahi,2000,4,136,24
Rajshahi,2000,5,198,24
Rajshahi,2000,6,244,24
Rajshahi,2000,7,115,24
Rajshahi,2000,8,190,24
Rajshahi,2000,9,644,24
Rajshahi,2000,10,85,24
Rajshahi,2000,11,0,24
Rajshahi,2000,12,0,24
Rangamati,2000,1,41,25
Rangamati,2000,2,1,25
Rangamati,2000,3,112,25
Rangamati,2000,4,210,25
Rangamati,2000,5,698,25
Rangamati,2000,6,565,25
Rangamati,2000,7,207,25
Rangamati,2000,8,534,25
Rangamati,2000,9,164,25
Rangamati,2000,10,357,25
Rangamati,2000,11,45,25
Rangamati,2000,12,0,25
Rangpur,2000,1,1,26
Rangpur,2000,2,15,26
Rangpur,2000,3,3,26
Rangpur,2000,4,283,26
Rangpur,2000,5,416,26
Rangpur,2000,6,438,26
Rangpur,2000,7,166,26
Rangpur,2000,8,232,26
Rangpur,2000,9,172,26
Rangpur,2000,10,19,26
Rangpur,2000,11,0,26
Rangpur,2000,12,0,26
Sandwip,2000,1,106,27
Sandwip,2000,2,2,27
Sandwip,2000,3,95,27
Sandwip,2000,4,57,27
Sandwip,2000,5,804,27
Sandwip,2000,6,626,27
Sandwip,2000,7,1315,27
Sandwip,2000,8,489,27
Sandwip,2000,9,346,27
Sandwip,2000,10,384,27
Sandwip,2000,11,28,27
Sandwip,2000,12,0,27
Satkhira,2000,1,20,28
Satkhira,2000,2,32,28
Satkhira,2000,3,10,28
Satkhira,2000,4,180,28
Satkhira,2000,5,194,28
Satkhira,2000,6,218,28
Satkhira,2000,7,403,28
Satkhira,2000,8,317,28
Satkhira,2000,9,486,28
Satkhira,2000,10,142,28
Satkhira,2000,11,0,28
Satkhira,2000,12,0,28
Sitakunda,2000,1,46,29
Sitakunda,2000,2,1,29
Sitakunda,2000,3,56,29
Sitakunda,2000,4,90,29
Sitakunda,2000,5,902,29
Sitakunda,2000,6,494,29
Sitakunda,2000,7,713,29
Sitakunda,2000,8,671,29
Sitakunda,2000,9,231,29
Sitakunda,2000,10,226,29
Sitakunda,2000,11,26,29
Sitakunda,2000,12,0,29
Srimangal,2000,1,49,30
Srimangal,2000,2,31,30
Srimangal,2000,3,224,30
Srimangal,2000,4,318,30
Srimangal,2000,5,823,30
Srimangal,2000,6,464,30
Srimangal,2000,7,189,30
Srimangal,2000,8,490,30
Srimangal,2000,9,273,30
Srimangal,2000,10,298,30
Srimangal,2000,11,2,30
Srimangal,2000,12,0,30
Sylhet,2000,1,48,31
Sylhet,2000,2,3,31
Sylhet,2000,3,119,31
Sylhet,2000,4,500,31
Sylhet,2000,5,670,31
Sylhet,2000,6,1120,31
Sylhet,2000,7,330,31
Sylhet,2000,8,981,31
Sylhet,2000,9,733,31
Sylhet,2000,10,188,31
Sylhet,2000,11,0,31
Sylhet,2000,12,0,31
Tangail,2000,1,25,32
Tangail,2000,2,29,32
Tangail,2000,3,59,32
Tangail,2000,4,220,32
Tangail,2000,5,305,32
Tangail,2000,6,390,32
Tangail,2000,7,92,32
Tangail,2000,8,152,32
Tangail,2000,9,368,32
Tangail,2000,10,152,32
Tangail,2000,11,0,32
Tangail,2000,12,0,32
Teknaf,2000,1,2,33
Teknaf,2000,2,0,33
Teknaf,2000,3,0,33
Teknaf,2000,4,27,33
Teknaf,2000,5,600,33
Teknaf,2000,6,1091,33
Teknaf,2000,7,1457,33
Teknaf,2000,8,1008,33
Teknaf,2000,9,363,33
Teknaf,2000,10,422,33
Teknaf,2000,11,17,33
Teknaf,2000,12,0,33
Chittagong (City-Ambagan),2001,1,0,1
Chittagong (City-Ambagan),2001,2,7,1
Chittagong (City-Ambagan),2001,3,8,1
Chittagong (City-Ambagan),2001,4,40,1
Chittagong (City-Ambagan),2001,5,461,1
Chittagong (City-Ambagan),2001,6,601,1
Chittagong (City-Ambagan),2001,7,385,1
Chittagong (City-Ambagan),2001,8,237,1
Chittagong (City-Ambagan),2001,9,226,1
Chittagong (City-Ambagan),2001,10,242,1
Chittagong (City-Ambagan),2001,11,81,1
Chittagong (City-Ambagan),2001,12,0,1
Barisal,2001,1,0,2
Barisal,2001,2,17,2
Barisal,2001,3,4,2
Barisal,2001,4,16,2
Barisal,2001,5,282,2
Barisal,2001,6,641,2
Barisal,2001,7,556,2
Barisal,2001,8,191,2
Barisal,2001,9,149,2
Barisal,2001,10,305,2
Barisal,2001,11,67,2
Barisal,2001,12,0,2
Bhola,2001,1,0,3
Bhola,2001,2,10,3
