Year,Month,Station,Forecasted_Temperature
2018,10,6,32.04098191635835
2018,10,7,32.45181385324737
2018,10,8,31.78250737171356
2018,10,9,31.918006112928463
2018,10,10,32.079233173473135
2018,10,11,31.49900814710565
2018,10,12,32.09126534952733
2018,10,13,32.009659656830884
2018,10,14,31.783939862793986
2018,10,15,32.24512406405335
2018,10,16,32.70018687802938
2018,10,17,32.034920726229885
2018,10,18,32.13741358074713
2018,10,19,31.84289067894237
2018,10,20,32.218465116474405
2018,10,21,31.882632417447237
2018,10,22,31.99347899347469
2018,10,23,31.727907424439405
2018,10,24,31.881575491113274
2018,10,25,32.23938497592839
2018,10,26,31.96165470080987
2018,10,27,31.59783384802244
2018,10,28,31.72636652609976
2018,10,29,32.29187839100245
2018,10,30,31.993878558753725
2018,10,31,32.182269432894714
2018,10,32,31.87163526731581
2018,10,33,31.80408574095796
2018,10,34,32.23386872878824
2018,10,35,31.906808409993687
2019,10,1,31.864318132495978
2019,10,2,31.94637284974416
2019,10,3,32.098861688360635
2019,10,4,32.13263880850925
2019,10,5,32.04384582542426
2019,10,6,32.037835954205555
2019,10,7,32.47739752950864
2019,10,8,31.79652693845764
2019,10,9,31.94323670029897
2019,10,10,32.08908063166718
2019,10,11,31.53734817519885
2019,10,12,32.12109605007584
2019,10,13,32.0175543806842
2019,10,14,31.820673641399026
2019,10,15,32.27542002998765
2019,10,16,32.73091508718751
2019,10,17,32.05871382126732
2019,10,18,32.157469274609625
2019,10,19,31.87147787928004
2019,10,20,32.217845091268906
2019,10,21,31.908327974253957
2019,10,22,31.9986530983303
2019,10,23,31.753505886757207
2019,10,24,31.908970941964306
2019,10,25,32.262020822032284
2019,10,26,31.98060686818802
2019,10,27,31.628419618966667
2019,10,28,31.777548171846128
2019,10,29,32.27443094282675
2019,10,30,32.00753734776519
2019,10,31,32.221027904060485
2019,10,32,31.907130474146975
2019,10,33,31.85553451986552
2019,10,34,32.26820767262628
2019,10,35,31.914723834241205
2020,10,1,31.88033577709185
2020,10,2,31.9547818296861
2020,10,3,32.122604511020675
2020,10,4,32.17410656275371
