DATE,Station,Forecasted_Temperature
09/01/2027,34,32.95166091875503
09/01/2027,35,31.45398118019725
10/01/2018,1,31.8483004879001
10/01/2018,2,31.93796386980222
10/01/2018,3,32.07511886570059
10/01/2018,4,32.091171054264784
10/01/2018,5,32.031821872065976
10/01/2018,6,32.04098191635835
10/01/2018,7,32.45181385324737
10/01/2018,8,31.78250737171356
10/01/2018,9,31.918006112928463
10/01/2018,10,32.079233173473135
10/01/2018,11,31.49900814710565
10/01/2018,12,32.09126534952733
10/01/2018,13,32.009659656830884
10/01/2018,14,31.783939862793986
10/01/2018,15,32.24512406405335
10/01/2018,16,32.70018687802938
10/01/2018,17,32.034920726229885
10/01/2018,18,32.13741358074713
10/01/2018,19,31.84289067894237
10/01/2018,20,32.218465116474405
10/01/2018,21,31.88263241744724
10/01/2018,22,31.99347899347469
10/01/2018,23,31.727907424439405
10/01/2018,24,31.881575491113274
10/01/2018,25,32.23938497592839
10/01/2018,26,31.96165470080987
10/01/2018,27,31.59783384802244
10/01/2018,28,31.72636652609976
10/01/2018,29,32.29187839100245
10/01/2018,30,31.993878558753725
10/01/2018,31,32.182269432894714
10/01/2018,32,31.87163526731581
10/01/2018,33,31.80408574095796
10/01/2018,34,32.23386872878824
10/01/2018,35,31.906808409993687
10/01/2019,1,31.864318132495978
10/01/2019,2,31.94637284974416
10/01/2019,3,32.098861688360635
10/01/2019,4,32.13263880850925
10/01/2019,5,32.04384582542426
10/01/2019,6,32.037835954205555
10/01/2019,7,32.47739752950864
10/01/2019,8,31.79652693845764
10/01/2019,9,31.94323670029897
10/01/2019,10,32.08908063166718
10/01/2019,11,31.53734817519885
10/01/2019,12,32.12109605007584
10/01/2019,13,32.0175543806842
10/01/2019,14,31.820673641399026
10/01/2019,15,32.27542002998765
10/01/2019,16,32.73091508718751
10/01/2019,17,32.05871382126732
10/01/2019,18,32.157469274609625
10/01/2019,19,31.87147787928004
10/01/2019,20,32.217845091268906
10/01/2019,21,31.90832797425396
10/01/2019,22,31.9986530983303
10/01/2019,23,31.753505886757207
10/01/2019,24,31.908970941964306
10/01/2019,25,32.262020822032284
10/01/2019,26,31.98060686818802
10/01/2019,27,31.628419618966667
10/01/2019,28,31.777548171846128
10/01/2019,29,32.27443094282675
10/01/2019,30,32.00753734776519
10/01/2019,31,32.221027904060485
10/01/2019,32,31.90713047414697
10/01/2019,33,31.85553451986552
10/01/2019,34,32.26820767262628
10/01/2019,35,31.914723834241205
10/01/2020,1,31.88033577709185
10/01/2020,2,31.9547818296861
10/01/2020,3,32.122604511020675
