SL,Station,Year,Month,TempMax,TempMin,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,Latitude,Longitude,Elevation,NDVI
1,Chittagong (City-Ambagan),1949,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
2,Chittagong (City-Ambagan),1949,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
3,Chittagong (City-Ambagan),1949,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
4,Chittagong (City-Ambagan),1949,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
5,Chittagong (City-Ambagan),1949,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
6,Chittagong (City-Ambagan),1949,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
7,Chittagong (City-Ambagan),1949,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
8,Chittagong (City-Ambagan),1949,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
9,Chittagong (City-Ambagan),1949,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
10,Chittagong (City-Ambagan),1949,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
11,Chittagong (City-Ambagan),1949,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
12,Chittagong (City-Ambagan),1949,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
13,Chittagong (City-Ambagan),1950,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
14,Chittagong (City-Ambagan),1950,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
15,Chittagong (City-Ambagan),1950,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
16,Chittagong (City-Ambagan),1950,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
17,Chittagong (City-Ambagan),1950,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
18,Chittagong (City-Ambagan),1950,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
19,Chittagong (City-Ambagan),1950,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
20,Chittagong (City-Ambagan),1950,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
21,Chittagong (City-Ambagan),1950,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
22,Chittagong (City-Ambagan),1950,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
23,Chittagong (City-Ambagan),1950,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
24,Chittagong (City-Ambagan),1950,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
25,Chittagong (City-Ambagan),1951,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
26,Chittagong (City-Ambagan),1951,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
27,Chittagong (City-Ambagan),1951,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
28,Chittagong (City-Ambagan),1951,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
29,Chittagong (City-Ambagan),1951,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
30,Chittagong (City-Ambagan),1951,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
31,Chittagong (City-Ambagan),1951,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
32,Chittagong (City-Ambagan),1951,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
33,Chittagong (City-Ambagan),1951,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
34,Chittagong (City-Ambagan),1951,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
35,Chittagong (City-Ambagan),1951,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
36,Chittagong (City-Ambagan),1951,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
37,Chittagong (City-Ambagan),1952,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
38,Chittagong (City-Ambagan),1952,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
39,Chittagong (City-Ambagan),1952,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
40,Chittagong (City-Ambagan),1952,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
41,Chittagong (City-Ambagan),1952,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
42,Chittagong (City-Ambagan),1952,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
43,Chittagong (City-Ambagan),1952,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
44,Chittagong (City-Ambagan),1952,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
45,Chittagong (City-Ambagan),1952,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
46,Chittagong (City-Ambagan),1952,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
47,Chittagong (City-Ambagan),1952,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
48,Chittagong (City-Ambagan),1952,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
49,Chittagong (City-Ambagan),1953,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
50,Chittagong (City-Ambagan),1953,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
51,Chittagong (City-Ambagan),1953,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
52,Chittagong (City-Ambagan),1953,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
53,Chittagong (City-Ambagan),1953,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
54,Chittagong (City-Ambagan),1953,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
55,Chittagong (City-Ambagan),1953,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
56,Chittagong (City-Ambagan),1953,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
57,Chittagong (City-Ambagan),1953,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
58,Chittagong (City-Ambagan),1953,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
59,Chittagong (City-Ambagan),1953,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
60,Chittagong (City-Ambagan),1953,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
61,Chittagong (City-Ambagan),1954,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
62,Chittagong (City-Ambagan),1954,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
63,Chittagong (City-Ambagan),1954,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
64,Chittagong (City-Ambagan),1954,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
65,Chittagong (City-Ambagan),1954,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
66,Chittagong (City-Ambagan),1954,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
67,Chittagong (City-Ambagan),1954,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
68,Chittagong (City-Ambagan),1954,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
69,Chittagong (City-Ambagan),1954,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
70,Chittagong (City-Ambagan),1954,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
71,Chittagong (City-Ambagan),1954,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
72,Chittagong (City-Ambagan),1954,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
73,Chittagong (City-Ambagan),1955,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
74,Chittagong (City-Ambagan),1955,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
75,Chittagong (City-Ambagan),1955,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
76,Chittagong (City-Ambagan),1955,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
77,Chittagong (City-Ambagan),1955,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
78,Chittagong (City-Ambagan),1955,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
79,Chittagong (City-Ambagan),1955,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
80,Chittagong (City-Ambagan),1955,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
81,Chittagong (City-Ambagan),1955,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
82,Chittagong (City-Ambagan),1955,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
83,Chittagong (City-Ambagan),1955,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
84,Chittagong (City-Ambagan),1955,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
85,Chittagong (City-Ambagan),1956,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
86,Chittagong (City-Ambagan),1956,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
87,Chittagong (City-Ambagan),1956,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
88,Chittagong (City-Ambagan),1956,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
89,Chittagong (City-Ambagan),1956,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
90,Chittagong (City-Ambagan),1956,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
91,Chittagong (City-Ambagan),1956,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
92,Chittagong (City-Ambagan),1956,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
93,Chittagong (City-Ambagan),1956,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
94,Chittagong (City-Ambagan),1956,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
95,Chittagong (City-Ambagan),1956,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
96,Chittagong (City-Ambagan),1956,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
97,Chittagong (City-Ambagan),1957,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
98,Chittagong (City-Ambagan),1957,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
99,Chittagong (City-Ambagan),1957,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
100,Chittagong (City-Ambagan),1957,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
101,Chittagong (City-Ambagan),1957,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
102,Chittagong (City-Ambagan),1957,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
103,Chittagong (City-Ambagan),1957,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
104,Chittagong (City-Ambagan),1957,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
105,Chittagong (City-Ambagan),1957,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
106,Chittagong (City-Ambagan),1957,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
107,Chittagong (City-Ambagan),1957,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
108,Chittagong (City-Ambagan),1957,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
109,Chittagong (City-Ambagan),1958,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
110,Chittagong (City-Ambagan),1958,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
111,Chittagong (City-Ambagan),1958,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
112,Chittagong (City-Ambagan),1958,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
113,Chittagong (City-Ambagan),1958,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
114,Chittagong (City-Ambagan),1958,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
115,Chittagong (City-Ambagan),1958,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
116,Chittagong (City-Ambagan),1958,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
117,Chittagong (City-Ambagan),1958,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
118,Chittagong (City-Ambagan),1958,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
119,Chittagong (City-Ambagan),1958,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
120,Chittagong (City-Ambagan),1958,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
121,Chittagong (City-Ambagan),1959,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
122,Chittagong (City-Ambagan),1959,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
123,Chittagong (City-Ambagan),1959,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
124,Chittagong (City-Ambagan),1959,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
125,Chittagong (City-Ambagan),1959,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
126,Chittagong (City-Ambagan),1959,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
127,Chittagong (City-Ambagan),1959,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
128,Chittagong (City-Ambagan),1959,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
129,Chittagong (City-Ambagan),1959,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
130,Chittagong (City-Ambagan),1959,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
131,Chittagong (City-Ambagan),1959,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
132,Chittagong (City-Ambagan),1959,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
133,Chittagong (City-Ambagan),1960,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
134,Chittagong (City-Ambagan),1960,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
135,Chittagong (City-Ambagan),1960,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
136,Chittagong (City-Ambagan),1960,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
137,Chittagong (City-Ambagan),1960,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
138,Chittagong (City-Ambagan),1960,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
139,Chittagong (City-Ambagan),1960,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
140,Chittagong (City-Ambagan),1960,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
141,Chittagong (City-Ambagan),1960,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
142,Chittagong (City-Ambagan),1960,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
143,Chittagong (City-Ambagan),1960,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
144,Chittagong (City-Ambagan),1960,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
145,Chittagong (City-Ambagan),1961,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
146,Chittagong (City-Ambagan),1961,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
147,Chittagong (City-Ambagan),1961,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
148,Chittagong (City-Ambagan),1961,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
149,Chittagong (City-Ambagan),1961,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
150,Chittagong (City-Ambagan),1961,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
151,Chittagong (City-Ambagan),1961,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
152,Chittagong (City-Ambagan),1961,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
153,Chittagong (City-Ambagan),1961,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
154,Chittagong (City-Ambagan),1961,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
155,Chittagong (City-Ambagan),1961,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
156,Chittagong (City-Ambagan),1961,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
157,Chittagong (City-Ambagan),1962,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
158,Chittagong (City-Ambagan),1962,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
159,Chittagong (City-Ambagan),1962,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
160,Chittagong (City-Ambagan),1962,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
161,Chittagong (City-Ambagan),1962,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
162,Chittagong (City-Ambagan),1962,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
163,Chittagong (City-Ambagan),1962,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
164,Chittagong (City-Ambagan),1962,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
165,Chittagong (City-Ambagan),1962,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
166,Chittagong (City-Ambagan),1962,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
167,Chittagong (City-Ambagan),1962,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
168,Chittagong (City-Ambagan),1962,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
169,Chittagong (City-Ambagan),1963,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
170,Chittagong (City-Ambagan),1963,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
171,Chittagong (City-Ambagan),1963,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
172,Chittagong (City-Ambagan),1963,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
173,Chittagong (City-Ambagan),1963,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
174,Chittagong (City-Ambagan),1963,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
175,Chittagong (City-Ambagan),1963,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
176,Chittagong (City-Ambagan),1963,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
177,Chittagong (City-Ambagan),1963,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
178,Chittagong (City-Ambagan),1963,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
179,Chittagong (City-Ambagan),1963,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
180,Chittagong (City-Ambagan),1963,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
181,Chittagong (City-Ambagan),1964,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
182,Chittagong (City-Ambagan),1964,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
183,Chittagong (City-Ambagan),1964,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
184,Chittagong (City-Ambagan),1964,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
185,Chittagong (City-Ambagan),1964,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
186,Chittagong (City-Ambagan),1964,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
187,Chittagong (City-Ambagan),1964,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
188,Chittagong (City-Ambagan),1964,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
189,Chittagong (City-Ambagan),1964,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
190,Chittagong (City-Ambagan),1964,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
191,Chittagong (City-Ambagan),1964,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
192,Chittagong (City-Ambagan),1964,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
193,Chittagong (City-Ambagan),1965,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
194,Chittagong (City-Ambagan),1965,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
195,Chittagong (City-Ambagan),1965,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
196,Chittagong (City-Ambagan),1965,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
197,Chittagong (City-Ambagan),1965,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
198,Chittagong (City-Ambagan),1965,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
199,Chittagong (City-Ambagan),1965,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
200,Chittagong (City-Ambagan),1965,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
201,Chittagong (City-Ambagan),1965,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
202,Chittagong (City-Ambagan),1965,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
203,Chittagong (City-Ambagan),1965,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
204,Chittagong (City-Ambagan),1965,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
205,Chittagong (City-Ambagan),1966,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
206,Chittagong (City-Ambagan),1966,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
207,Chittagong (City-Ambagan),1966,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
208,Chittagong (City-Ambagan),1966,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
209,Chittagong (City-Ambagan),1966,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
210,Chittagong (City-Ambagan),1966,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.2167,91.8,5.5,NULL
