SL,Station,Year,Month,TempMax,TempMin,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,Latitude,Longitude,Elevation,NDVI
18781,Mymensingh,1996,1,24.27419355,12.0,0,75.0,0.6,0.8,6.5,24.7333,90.4167,18.0,0.307797
18782,Mymensingh,1996,2,27.47586207,14.9,14,72.0,0.8,1.2,8.0,24.7333,90.4167,18.0,0.307797
18783,Mymensingh,1996,3,32.12258065,19.9,18,73.0,1.3,1.8,7.3,24.7333,90.4167,18.0,0.307797
18784,Mymensingh,1996,4,33.55,22.8,42,74.0,1.7,3.1,7.1,24.7333,90.4167,18.0,0.307797
18785,Mymensingh,1996,5,32.75806452,24.4,171,81.0,2.6,5.0,5.6,24.7333,90.4167,18.0,0.307797
18786,Mymensingh,1996,6,31.59333333,25.2,210,85.0,2.0,5.7,4.5,24.7333,90.4167,18.0,0.307797
18787,Mymensingh,1996,7,31.27419355,26.3,291,87.0,1.7,6.4,2.8,24.7333,90.4167,18.0,0.307797
18788,Mymensingh,1996,8,31.61612903,26.2,276,87.0,1.6,6.2,4.5,24.7333,90.4167,18.0,0.307797
18789,Mymensingh,1996,9,32.86333333,25.9,307,86.0,0.9,4.5,6.1,24.7333,90.4167,18.0,0.307797
18790,Mymensingh,1996,10,31.67419355,22.8,291,83.0,0.8,2.7,7.6,24.7333,90.4167,18.0,0.307797
18791,Mymensingh,1996,11,29.57,18.2,0,80.0,0.3,1.0,8.7,24.7333,90.4167,18.0,0.307797
18792,Mymensingh,1996,12,27.12580645,13.3,0,77.0,0.6,1.0,7.5,24.7333,90.4167,18.0,0.307797
18793,Mymensingh,1997,1,24.38064516,10.6,1,75.0,0.6,1.1,6.5,24.7333,90.4167,18.0,0.145888
18794,Mymensingh,1997,2,25.75357143,13.6,12,70.0,1.4,1.6,6.5,24.7333,90.4167,18.0,0.145888
18795,Mymensingh,1997,3,31.55483871,19.5,31,71.0,1.5,2.0,8.2,24.7333,90.4167,18.0,0.145888
18796,Mymensingh,1997,4,29.36333333,20.2,172,78.0,1.7,3.8,7.3,24.7333,90.4167,18.0,0.145888
18797,Mymensingh,1997,5,32.08387097,23.4,131,80.0,2.3,4.6,7.6,24.7333,90.4167,18.0,0.145888
18798,Mymensingh,1997,6,31.55,24.9,396,86.0,2.4,6.5,4.4,24.7333,90.4167,18.0,0.145888
18799,Mymensingh,1997,7,30.67741935,26.1,523,88.0,2.3,6.3,3.5,24.7333,90.4167,18.0,0.145888
18800,Mymensingh,1997,8,31.73225806,26.4,417,86.0,1.8,6.1,4.8,24.7333,90.4167,18.0,0.145888
18801,Mymensingh,1997,9,30.60333333,24.8,485,87.0,1.5,5.8,4.6,24.7333,90.4167,18.0,0.145888
18802,Mymensingh,1997,10,31.4,21.8,8,81.0,0.5,2.2,8.5,24.7333,90.4167,18.0,0.145888
18803,Mymensingh,1997,11,29.56666667,18.1,11,79.0,0.6,1.9,7.7,24.7333,90.4167,18.0,0.145888
18804,Mymensingh,1997,12,23.86129032,13.7,21,83.0,0.6,2.5,4.2,24.7333,90.4167,18.0,0.145888
18805,Mymensingh,1998,1,22.4516129,11.6,9,78.0,0.8,2.4,4.7,24.7333,90.4167,18.0,0.433701
18806,Mymensingh,1998,2,27.31428571,15.2,11,71.0,0.8,1.7,7.4,24.7333,90.4167,18.0,0.433701
18807,Mymensingh,1998,3,28.79354839,17.2,68,72.0,1.0,2.3,7.5,24.7333,90.4167,18.0,0.433701
18808,Mymensingh,1998,4,30.88333333,22.2,161,81.0,1.7,3.9,6.4,24.7333,90.4167,18.0,0.433701
18809,Mymensingh,1998,5,32.1516129,24.8,299,82.0,1.8,5.0,5.7,24.7333,90.4167,18.0,0.433701
18810,Mymensingh,1998,6,32.67,26.6,176,86.0,2.0,6.0,3.9,24.7333,90.4167,18.0,0.433701
18811,Mymensingh,1998,7,30.45806452,26.2,755,90.0,1.8,6.9,2.1,24.7333,90.4167,18.0,0.433701
18812,Mymensingh,1998,8,30.78387097,26.2,517,90.0,1.5,6.7,2.4,24.7333,90.4167,18.0,0.433701
18813,Mymensingh,1998,9,32.23333333,26.2,270,86.0,0.9,4.5,5.0,24.7333,90.4167,18.0,0.433701
18814,Mymensingh,1998,10,32.37096774,25.3,50,85.0,0.8,3.6,6.3,24.7333,90.4167,18.0,0.433701
18815,Mymensingh,1998,11,30.79333333,20.2,31,80.0,0.5,2.1,7.5,24.7333,90.4167,18.0,0.433701
18816,Mymensingh,1998,12,28.01290323,14.5,0,78.0,0.5,0.3,8.6,24.7333,90.4167,18.0,0.433701
18817,Mymensingh,1999,1,26.29354839,12.0,0,76.0,0.8,0.5,7.8,24.7333,90.4167,18.0,0.364823
18818,Mymensingh,1999,2,29.94285714,16.0,0,72.0,0.6,0.7,8.7,24.7333,90.4167,18.0,0.364823
18819,Mymensingh,1999,3,32.26774194,19.0,1,69.0,1.1,0.8,8.5,24.7333,90.4167,18.0,0.364823
18820,Mymensingh,1999,4,33.29333333,24.5,108,78.0,2.0,3.0,7.2,24.7333,90.4167,18.0,0.364823
18821,Mymensingh,1999,5,31.14516129,24.1,415,83.0,2.0,5.3,4.9,24.7333,90.4167,18.0,0.364823
18822,Mymensingh,1999,6,31.90333333,26.0,211,86.0,1.8,5.8,3.9,24.7333,90.4167,18.0,0.364823
18823,Mymensingh,1999,7,30.93548387,26.1,401,88.0,1.7,6.4,3.3,24.7333,90.4167,18.0,0.364823
18824,Mymensingh,1999,8,31.01935484,26.1,349,88.0,1.9,6.3,3.8,24.7333,90.4167,18.0,0.364823
18825,Mymensingh,1999,9,30.86,25.9,175,88.0,1.4,5.2,3.8,24.7333,90.4167,18.0,0.364823
18826,Mymensingh,1999,10,31.21935484,24.0,513,87.0,1.0,4.4,4.8,24.7333,90.4167,18.0,0.364823
18827,Mymensingh,1999,11,30.47,18.3,1,81.0,0.4,1.2,9.0,24.7333,90.4167,18.0,0.364823
18828,Mymensingh,1999,12,27.46774194,14.1,0,81.0,0.6,0.5,8.7,24.7333,90.4167,18.0,0.364823
18829,Mymensingh,2000,1,24.21290323,11.9,18,81.0,0.8,0.6,6.0,24.7333,90.4167,18.0,0.380141
18830,Mymensingh,2000,2,25.12068966,13.8,20,73.0,0.9,1.9,7.1,24.7333,90.4167,18.0,0.380141
18831,Mymensingh,2000,3,30.00967742,18.6,74,77.0,1.2,2.5,6.9,24.7333,90.4167,18.0,0.380141
18832,Mymensingh,2000,4,31.09666667,21.7,318,82.0,2.2,4.4,6.7,24.7333,90.4167,18.0,0.380141
18833,Mymensingh,2000,5,31.34193548,24.0,462,86.0,1.8,5.2,4.8,24.7333,90.4167,18.0,0.380141
18834,Mymensingh,2000,6,31.94333333,25.9,463,87.0,2.0,6.3,3.6,24.7333,90.4167,18.0,0.380141
18835,Mymensingh,2000,7,31.71935484,26.5,150,86.0,2.2,6.0,4.4,24.7333,90.4167,18.0,0.380141
18836,Mymensingh,2000,8,31.63548387,26.2,257,89.0,1.5,6.5,3.4,24.7333,90.4167,18.0,0.380141
18837,Mymensingh,2000,9,30.52,25.2,385,90.0,1.5,5.7,3.5,24.7333,90.4167,18.0,0.380141
18838,Mymensingh,2000,10,31.62580645,23.9,170,86.0,1.1,3.2,6.6,24.7333,90.4167,18.0,0.380141
18839,Mymensingh,2000,11,29.62333333,19.1,0,82.0,0.7,0.8,7.9,24.7333,90.4167,18.0,0.380141
18840,Mymensingh,2000,12,26.71612903,13.3,0,77.0,0.6,0.8,7.0,24.7333,90.4167,18.0,0.380141
18841,Mymensingh,2001,1,24.40645161,10.6,0,77.0,0.4,0.6,6.2,24.7333,90.4167,18.0,0.108873
18842,Mymensingh,2001,2,27.31785714,15.0,11,75.0,0.7,1.1,6.1,24.7333,90.4167,18.0,0.108873
18843,Mymensingh,2001,3,31.09354839,18.3,16,71.0,1.0,1.5,7.8,24.7333,90.4167,18.0,0.108873
18844,Mymensingh,2001,4,32.56,22.4,156,75.0,1.9,3.3,7.2,24.7333,90.4167,18.0,0.108873
18845,Mymensingh,2001,5,31.38709677,23.5,358,83.0,1.7,4.8,5.8,24.7333,90.4167,18.0,0.108873
18846,Mymensingh,2001,6,31.15333333,25.7,408,87.0,2.1,6.5,4.5,24.7333,90.4167,18.0,0.108873
18847,Mymensingh,2001,7,31.70645161,26.4,183,86.0,2.0,6.3,4.7,24.7333,90.4167,18.0,0.108873
18848,Mymensingh,2001,8,32.66129032,26.6,227,85.0,1.3,5.8,5.0,24.7333,90.4167,18.0,0.108873
18849,Mymensingh,2001,9,32.09,26.1,356,87.0,1.1,5.2,5.1,24.7333,90.4167,18.0,0.108873
18850,Mymensingh,2001,10,31.62580645,24.4,222,86.0,0.8,4.1,6.0,24.7333,90.4167,18.0,0.108873
18851,Mymensingh,2001,11,29.41,19.7,11,84.0,0.4,2.0,7.4,24.7333,90.4167,18.0,0.108873
18852,Mymensingh,2001,12,26.49032258,13.0,0,81.0,0.3,0.9,7.1,24.7333,90.4167,18.0,0.108873
18853,Mymensingh,2002,1,25.36129032,12.8,6,77.0,0.6,1.4,6.9,24.7333,90.4167,18.0,0.452921
18854,Mymensingh,2002,2,27.7,15.0,0,73.0,0.6,0.7,8.8,24.7333,90.4167,18.0,0.452921
18855,Mymensingh,2002,3,29.97419355,18.7,41,74.0,1.1,2.3,7.7,24.7333,90.4167,18.0,0.452921
18856,Mymensingh,2002,4,29.90333333,21.6,259,81.0,1.8,4.4,7.5,24.7333,90.4167,18.0,0.452921
18857,Mymensingh,2002,5,30.30645161,23.3,389,83.0,1.7,5.1,6.3,24.7333,90.4167,18.0,0.452921
18858,Mymensingh,2002,6,30.67,25.5,606,87.0,1.4,6.4,3.0,24.7333,90.4167,18.0,0.452921
18859,Mymensingh,2002,7,30.3483871,25.8,440,91.0,1.3,7.2,1.5,24.7333,90.4167,18.0,0.452921
18860,Mymensingh,2002,8,31.45483871,26.3,204,86.0,1.4,5.7,5.1,24.7333,90.4167,18.0,0.452921
18861,Mymensingh,2002,9,32.22333333,25.9,255,84.0,1.0,5.3,6.0,24.7333,90.4167,18.0,0.452921
18862,Mymensingh,2002,10,31.29032258,22.9,145,85.0,0.4,3.0,7.9,24.7333,90.4167,18.0,0.452921
18863,Mymensingh,2002,11,28.99333333,18.5,87,83.0,0.5,2.6,7.8,24.7333,90.4167,18.0,0.452921
18864,Mymensingh,2002,12,25.33225806,14.4,0,84.0,0.4,1.5,6.3,24.7333,90.4167,18.0,0.452921
18865,Mymensingh,2003,1,21.77741935,10.2,0,84.0,0.8,1.5,5.3,24.7333,90.4167,18.0,0.364173
18866,Mymensingh,2003,2,26.68928571,15.3,27,75.0,0.9,1.8,8.2,24.7333,90.4167,18.0,0.364173
18867,Mymensingh,2003,3,27.96129032,18.1,87,75.0,1.3,2.8,7.4,24.7333,90.4167,18.0,0.364173
18868,Mymensingh,2003,4,31.63333333,22.3,130,80.0,1.6,4.3,7.4,24.7333,90.4167,18.0,0.364173
18869,Mymensingh,2003,5,32.02903226,23.5,267,81.0,1.5,4.8,6.5,24.7333,90.4167,18.0,0.364173
18870,Mymensingh,2003,6,30.56,25.6,420,86.0,2.0,6.4,3.7,24.7333,90.4167,18.0,0.364173
18871,Mymensingh,2003,7,31.76129032,26.8,213,85.0,1.5,6.0,4.8,24.7333,90.4167,18.0,0.364173
18872,Mymensingh,2003,8,32.26451613,26.9,124,85.0,1.5,5.3,5.5,24.7333,90.4167,18.0,0.364173
18873,Mymensingh,2003,9,31.38,26.0,190,88.0,1.0,5.3,4.0,24.7333,90.4167,18.0,0.364173
18874,Mymensingh,2003,10,30.44193548,24.1,345,88.0,0.7,4.6,4.7,24.7333,90.4167,18.0,0.364173
18875,Mymensingh,2003,11,29.03666667,17.5,0,81.0,0.5,0.6,8.7,24.7333,90.4167,18.0,0.364173
18876,Mymensingh,2003,12,25.87419355,14.4,10,80.0,0.6,1.9,7.3,24.7333,90.4167,18.0,0.364173
18877,Mymensingh,2004,1,23.65483871,12.2,6,81.0,0.8,1.9,6.3,24.7333,90.4167,18.0,0.380831
18878,Mymensingh,2004,2,27.28965517,14.7,2,73.0,0.8,0.6,8.6,24.7333,90.4167,18.0,0.380831
18879,Mymensingh,2004,3,31.07741935,21.3,13,76.0,1.4,2.5,6.7,24.7333,90.4167,18.0,0.380831
18880,Mymensingh,2004,4,30.00333333,21.8,244,82.0,2.0,5.3,5.9,24.7333,90.4167,18.0,0.380831
18881,Mymensingh,2004,5,33.00322581,25.4,87,81.0,1.5,4.1,7.2,24.7333,90.4167,18.0,0.380831
18882,Mymensingh,2004,6,31.33333333,25.5,392,88.0,1.4,6.0,3.4,24.7333,90.4167,18.0,0.380831
18883,Mymensingh,2004,7,30.75806452,25.7,753,87.0,1.4,6.5,3.9,24.7333,90.4167,18.0,0.380831
18884,Mymensingh,2004,8,32.00322581,26.4,241,85.0,1.5,5.7,6.3,24.7333,90.4167,18.0,0.380831
18885,Mymensingh,2004,9,29.99666667,25.3,250,91.0,1.4,6.4,2.2,24.7333,90.4167,18.0,0.380831
18886,Mymensingh,2004,10,30.39354839,22.4,487,87.0,0.6,3.2,6.6,24.7333,90.4167,18.0,0.380831
18887,Mymensingh,2004,11,29.01,16.7,0,83.0,0.4,0.5,7.5,24.7333,90.4167,18.0,0.380831
18888,Mymensingh,2004,12,26.22903226,13.9,18,82.0,0.5,1.0,6.4,24.7333,90.4167,18.0,0.380831
18889,Mymensingh,2005,1,23.72580645,12.5,3,80.0,0.7,2.1,4.5,24.7333,90.4167,18.0,0.300312
18890,Mymensingh,2005,2,27.34285714,16.4,27,74.0,1.1,1.5,7.1,24.7333,90.4167,18.0,0.300312
18891,Mymensingh,2005,3,29.61612903,20.6,77,80.0,1.5,3.4,5.5,24.7333,90.4167,18.0,0.300312
18892,Mymensingh,2005,4,31.60333333,22.3,142,79.0,1.8,3.4,7.5,24.7333,90.4167,18.0,0.300312
18893,Mymensingh,2005,5,30.41612903,22.5,495,83.0,2.0,5.0,6.2,24.7333,90.4167,18.0,0.300312
18894,Mymensingh,2005,6,32.37,25.9,255,84.0,1.7,5.2,5.0,24.7333,90.4167,18.0,0.300312
18895,Mymensingh,2005,7,31.09677419,26.2,405,87.0,1.4,6.3,4.5,24.7333,90.4167,18.0,0.300312
18896,Mymensingh,2005,8,31.5483871,26.3,514,88.0,1.4,6.9,3.4,24.7333,90.4167,18.0,0.300312
18897,Mymensingh,2005,9,32.41666667,25.6,360,86.0,1.0,5.6,5.1,24.7333,90.4167,18.0,0.300312
18898,Mymensingh,2005,10,30.28064516,23.5,394,88.0,0.8,5.0,4.9,24.7333,90.4167,18.0,0.300312
18899,Mymensingh,2005,11,29.13,18.0,0,84.0,0.3,1.1,7.4,24.7333,90.4167,18.0,0.300312
18900,Mymensingh,2005,12,27.02903226,13.2,0,81.0,0.3,1.1,7.7,24.7333,90.4167,18.0,0.300312
18901,Mymensingh,2006,1,23.93225806,12.1,0,85.0,0.5,1.3,5.3,24.7333,90.4167,18.0,0.465848
18902,Mymensingh,2006,2,28.92142857,18.4,0,82.0,0.7,1.3,6.6,24.7333,90.4167,18.0,0.465848
18903,Mymensingh,2006,3,31.28064516,19.1,2,76.0,0.8,1.5,6.8,24.7333,90.4167,18.0,0.465848
18904,Mymensingh,2006,4,31.30666667,21.9,153,80.0,1.4,4.1,7.0,24.7333,90.4167,18.0,0.465848
18905,Mymensingh,2006,5,32.0483871,24.1,379,82.0,1.3,5.1,6.6,24.7333,90.4167,18.0,0.465848
18906,Mymensingh,2006,6,31.13666667,25.7,371,88.0,1.4,6.3,2.5,24.7333,90.4167,18.0,0.465848
18907,Mymensingh,2006,7,32.02580645,26.7,274,86.0,1.3,6.5,5.1,24.7333,90.4167,18.0,0.465848
18908,Mymensingh,2006,8,32.4516129,26.4,339,85.0,1.3,5.9,6.0,24.7333,90.4167,18.0,0.465848
18909,Mymensingh,2006,9,31.56333333,25.8,420,89.0,1.1,5.5,4.4,24.7333,90.4167,18.0,0.465848
18910,Mymensingh,2006,10,32.1,23.2,23,88.0,0.5,3.2,5.8,24.7333,90.4167,18.0,0.465848
18911,Mymensingh,2006,11,28.87666667,18.2,0,86.0,0.4,2.4,5.1,24.7333,90.4167,18.0,0.465848
18912,Mymensingh,2006,12,26.23870968,13.5,0,86.0,0.4,0.1,4.3,24.7333,90.4167,18.0,0.465848
18913,Mymensingh,2007,1,23.63870968,10.8,0,83.0,0.4,0.7,4.9,24.7333,90.4167,18.0,0.509928
18914,Mymensingh,2007,2,25.43571429,15.7,55,81.0,0.7,2.7,5.3,24.7333,90.4167,18.0,0.509928
18915,Mymensingh,2007,3,29.13225806,17.7,18,75.0,0.8,1.5,7.2,24.7333,90.4167,18.0,0.509928
18916,Mymensingh,2007,4,30.43666667,22.2,208,82.0,1.7,4.5,6.2,24.7333,90.4167,18.0,0.509928
18917,Mymensingh,2007,5,33.37741935,24.8,123,80.0,1.1,4.3,7.1,24.7333,90.4167,18.0,0.509928
18918,Mymensingh,2007,6,31.45333333,25.3,849,88.0,1.3,6.4,3.6,24.7333,90.4167,18.0,0.509928
18919,Mymensingh,2007,7,30.74193548,26.2,726,90.0,1.5,6.7,2.9,24.7333,90.4167,18.0,0.509928
18920,Mymensingh,2007,8,31.87741935,26.8,368,87.0,1.1,5.9,4.5,24.7333,90.4167,18.0,0.509928
18921,Mymensingh,2007,9,31.56333333,26.4,149,87.0,1.0,5.7,3.0,24.7333,90.4167,18.0,0.509928
18922,Mymensingh,2007,10,31.54516129,23.2,219,85.0,0.7,3.4,6.1,24.7333,90.4167,18.0,0.509928
18923,Mymensingh,2007,11,29.71666667,18.5,67,85.0,0.4,1.2,7.6,24.7333,90.4167,18.0,0.509928
18924,Mymensingh,2007,12,25.99354839,13.2,0,83.0,0.3,0.7,6.5,24.7333,90.4167,18.0,0.509928
18925,Mymensingh,2008,1,23.46774194,13.1,30,84,0.6,2.0,4.1,24.7333,90.4167,18.0,0.549681
18926,Mymensingh,2008,2,24.92413793,13.8,5,75,0.7,1.5,6.2,24.7333,90.4167,18.0,0.549681
18927,Mymensingh,2008,3,29.42580645,20.3,96,81,1.0,3.3,5.3,24.7333,90.4167,18.0,0.549681
18928,Mymensingh,2008,4,32.57666667,23.0,25,79,1.2,3.1,7.4,24.7333,90.4167,18.0,0.549681
18929,Mymensingh,2008,5,32.97096774,23.9,280,80,1.4,4.3,7.0,24.7333,90.4167,18.0,0.549681
18930,Mymensingh,2008,6,31.03666667,25.6,675,87,1.3,6.5,3.3,24.7333,90.4167,18.0,0.549681
18931,Mymensingh,2008,7,31.06451613,26.3,473,89,1.2,6.8,3.3,24.7333,90.4167,18.0,0.549681
18932,Mymensingh,2008,8,31.08064516,26.2,354,91,1.2,6.8,3.0,24.7333,90.4167,18.0,0.549681
18933,Mymensingh,2008,9,32.58666667,26.1,131,86,0.9,5.9,5.7,24.7333,90.4167,18.0,0.549681
18934,Mymensingh,2008,10,31.18064516,23.0,170,87,0.6,3.1,6.2,24.7333,90.4167,18.0,0.549681
18935,Mymensingh,2008,11,29.64333333,16.7,0,83,0.2,1.2,8.8,24.7333,90.4167,18.0,0.549681
18936,Mymensingh,2008,12,25.50645161,15.7,0,88,0.2,1.5,4.4,24.7333,90.4167,18.0,0.549681
18937,Mymensingh,2009,1,24.86451613,13.4,0,85,0.8,0.5,5.1,24.7333,90.4167,18.0,0.49608
18938,Mymensingh,2009,2,28.77857143,15.3,0,74,0.9,0.5,8.0,24.7333,90.4167,18.0,0.49608
18939,Mymensingh,2009,3,30.94193548,18.9,17,75,1.0,2.1,6.7,24.7333,90.4167,18.0,0.49608
18940,Mymensingh,2009,4,32.95666667,23.6,54,79,1.1,3.4,7.2,24.7333,90.4167,18.0,0.49608
18941,Mymensingh,2009,5,32.19677419,24.1,411,81,1.0,4.6,5.8,24.7333,90.4167,18.0,0.49608
18942,Mymensingh,2009,6,32.84666667,25.7,130,85,1.1,5.7,4.6,24.7333,90.4167,18.0,0.49608
18943,Mymensingh,2009,7,31.87096774,26.6,431,84,1.1,6.3,5.0,24.7333,90.4167,18.0,0.49608
18944,Mymensingh,2009,8,31.74516129,26.3,359,87,1.0,6.9,3.4,24.7333,90.4167,18.0,0.49608
18945,Mymensingh,2009,9,32.40333333,26.0,231,85,0.9,5.5,4.9,24.7333,90.4167,18.0,0.49608
18946,Mymensingh,2009,10,32.09354839,23.2,29,86,0.4,2.9,7.2,24.7333,90.4167,18.0,0.49608
18947,Mymensingh,2009,11,29.56333333,18.6,0,82,0.4,1.9,6.8,24.7333,90.4167,18.0,0.49608
18948,Mymensingh,2009,12,25.43870968,13.2,0,84,0.2,0.6,5.6,24.7333,90.4167,18.0,0.49608
18949,Mymensingh,2010,1,24.00322581,11.7,0,81,0.9,0.6,6.2,24.7333,90.4167,18.0,0.49608
18950,Mymensingh,2010,2,27.70714286,14.9,4,74,0.9,1.3,7.1,24.7333,90.4167,18.0,0.49608
18951,Mymensingh,2010,3,32.00322581,20.7,16,74,1.9,2.2,6.7,24.7333,90.4167,18.0,0.49608
18952,Mymensingh,2010,4,32.28666667,23.5,123,82,3.1,4.9,6.3,24.7333,90.4167,18.0,0.49608
18953,Mymensingh,2010,5,32.4516129,24.2,337,81,2.1,5.6,6.3,24.7333,90.4167,18.0,0.49608
18954,Mymensingh,2010,6,31.49,25.7,384,87,2.1,6.7,3.5,24.7333,90.4167,18.0,0.49608
18955,Mymensingh,2010,7,32.34516129,27.0,458,85,2.0,6.3,4.3,24.7333,90.4167,18.0,0.49608
18956,Mymensingh,2010,8,32.22903226,26.6,368,85,1.7,6.3,4.4,24.7333,90.4167,18.0,0.49608
18957,Mymensingh,2010,9,31.43666667,26.1,211,87,1.8,6.2,3.9,24.7333,90.4167,18.0,0.49608
18958,Mymensingh,2010,10,32.0483871,23.9,148,85,1.8,3.6,6.3,24.7333,90.4167,18.0,0.49608
18959,Mymensingh,2010,11,29.66333333,19.0,4,82,1.1,1.4,6.8,24.7333,90.4167,18.0,0.49608
18960,Mymensingh,2010,12,25.8483871,13.5,42,80,1.2,1.4,6.3,24.7333,90.4167,18.0,0.49608
18961,Mymensingh,2011,1,22.24516129,10.8,1,83,1.6,0.9,4.3,24.7333,90.4167,18.0,0.514306
18962,Mymensingh,2011,2,27.32142857,15.3,12,73,1.5,1.3,6.7,24.7333,90.4167,18.0,0.514306
18963,Mymensingh,2011,3,29.96129032,19.7,32,73,2.3,2.9,7.0,24.7333,90.4167,18.0,0.514306
18964,Mymensingh,2011,4,31.94333333,21.9,80,77,2.2,3.4,7.8,24.7333,90.4167,18.0,0.514306
18965,Mymensingh,2011,5,31.70645161,23.5,239,82,2.2,5.2,6.0,24.7333,90.4167,18.0,0.514306
18966,Mymensingh,2011,6,32.09666667,25.9,449,85,2.3,6.2,3.9,24.7333,90.4167,18.0,0.514306
18967,Mymensingh,2011,7,31.69354839,26.1,333,86,2.0,6.5,3.9,24.7333,90.4167,18.0,0.514306
18968,Mymensingh,2011,8,31.31935484,26.3,741,86,1.8,6.8,3.8,24.7333,90.4167,18.0,0.514306
18969,Mymensingh,2011,9,32.20333333,26.1,242,84,1.6,5.7,5.7,24.7333,90.4167,18.0,0.514306
18970,Mymensingh,2011,10,32.3516129,23.8,18,83,0.6,2.2,7.4,24.7333,90.4167,18.0,0.514306
18971,Mymensingh,2011,11,28.72333333,16.9,0,81,1.0,0.7,7.0,24.7333,90.4167,18.0,0.514306
18972,Mymensingh,2011,12,24.50967742,13.6,0,83,1.0,2.1,5.0,24.7333,90.4167,18.0,0.514306
18973,Mymensingh,2012,1,23.16451613,12.4,18,79,1.3,2.3,4.7,24.7333,90.4167,18.0,0.439722
18974,Mymensingh,2012,2,27.4,13.9,0,71,1.6,0.7,7.2,24.7333,90.4167,18.0,0.439722
18975,Mymensingh,2012,3,31.37419355,19.2,1,73,1.8,1.1,7.2,24.7333,90.4167,18.0,0.439722
18976,Mymensingh,2012,4,31.09333333,22.1,202,80,2.6,4.4,6.7,24.7333,90.4167,18.0,0.439722
18977,Mymensingh,2012,5,33.42580645,24.3,85,77,2.0,4.7,6.7,24.7333,90.4167,18.0,0.439722
18978,Mymensingh,2012,6,31.39666667,25.6,241,85,2.6,6.8,3.2,24.7333,90.4167,18.0,0.439722
18979,Mymensingh,2012,7,31.54516129,26.5,409,86,2.3,7.1,3.8,24.7333,90.4167,18.0,0.439722
18980,Mymensingh,2012,8,32.14516129,26.7,238,85,1.7,6.7,5.6,24.7333,90.4167,18.0,0.439722
18981,Mymensingh,2012,9,32.01,26.3,221,85,1.7,6.1,3.5,24.7333,90.4167,18.0,0.439722
18982,Mymensingh,2012,10,31.70645161,23.0,45,82,0.6,3.2,6.5,24.7333,90.4167,18.0,0.439722
18983,Mymensingh,2012,11,28.36666667,16.9,19,81,0.7,2.1,5.6,24.7333,90.4167,18.0,0.439722
18984,Mymensingh,2012,12,22.89032258,13.1,0,88,0.5,1.8,2.0,24.7333,90.4167,18.0,0.439722
18985,Mymensingh,2013,1,23.8516129,10.5,0,78,0.8,0.7,4.1,24.7333,90.4167,18.0,0.543321
18986,Mymensingh,2013,2,28.32857143,15.5,18,70,1.4,1.3,6.7,24.7333,90.4167,18.0,0.543321
18987,Mymensingh,2013,3,31.82903226,19.6,21,74,2.3,1.4,6.9,24.7333,90.4167,18.0,0.543321
18988,Mymensingh,2013,4,32.48,22.4,69,77,2.3,3.2,5.2,24.7333,90.4167,18.0,0.543321
18989,Mymensingh,2013,5,30.50322581,23.8,308,84,3.0,6.8,3.9,24.7333,90.4167,18.0,0.543321
18990,Mymensingh,2013,6,33.06333333,26.4,267,82,1.8,6.1,4.9,24.7333,90.4167,18.0,0.543321
18991,Mymensingh,2013,7,32.28709677,26.8,318,83,2.2,6.7,3.9,24.7333,90.4167,18.0,0.543321
18992,Mymensingh,2013,8,31.70322581,26.2,343,85,2.4,6.8,3.7,24.7333,90.4167,18.0,0.543321
18993,Mymensingh,2013,9,32.38666667,26.2,132,85,1.5,6.1,4.4,24.7333,90.4167,18.0,0.543321
18994,Mymensingh,2013,10,30.48709677,23.6,263,85,1.2,4.5,5.1,24.7333,90.4167,18.0,0.543321
18995,Mymensingh,2013,11,29.60333333,16.1,0,81,0.6,0.8,7.3,24.7333,90.4167,18.0,0.543321
18996,Mymensingh,2013,12,25.06774194,13.6,0,82,1.0,1.2,3.1,24.7333,90.4167,18.0,0.543321
18997,Mymensingh,2014,1,24.27741935,NULL,0,82,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
18998,Mymensingh,2014,2,25.6,NULL,42,76,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
18999,Mymensingh,2014,3,30.58709677,NULL,24,72,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19000,Mymensingh,2014,4,33.54333333,NULL,78,73,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19001,Mymensingh,2014,5,33.17419355,NULL,160,79,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19002,Mymensingh,2014,6,32.33,NULL,342,84,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19003,Mymensingh,2014,7,32.46451613,NULL,303,84,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19004,Mymensingh,2014,8,31.71935484,NULL,559,87,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19005,Mymensingh,2014,9,31.94333333,NULL,410,86,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19006,Mymensingh,2014,10,31.76774194,NULL,16,83,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19007,Mymensingh,2014,11,29.89666667,NULL,0,81,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
19008,Mymensingh,2014,12,24.68709677,NULL,0,86,NULL,NULL,NULL,24.7333,90.4167,18.0,0.349247
