SL,Station,Year,Month,TempMax,TempMin,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,Latitude,Longitude,Elevation,NDVI
14,Chittagong (City-Ambagan),1950,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
15,Chittagong (City-Ambagan),1950,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
16,Chittagong (City-Ambagan),1950,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
17,Chittagong (City-Ambagan),1950,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
18,Chittagong (City-Ambagan),1950,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
19,Chittagong (City-Ambagan),1950,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
20,Chittagong (City-Ambagan),1950,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
21,Chittagong (City-Ambagan),1950,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
22,Chittagong (City-Ambagan),1950,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
23,Chittagong (City-Ambagan),1950,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
24,Chittagong (City-Ambagan),1950,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
25,Chittagong (City-Ambagan),1951,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
26,Chittagong (City-Ambagan),1951,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
27,Chittagong (City-Ambagan),1951,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
28,Chittagong (City-Ambagan),1951,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
29,Chittagong (City-Ambagan),1951,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
30,Chittagong (City-Ambagan),1951,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
31,Chittagong (City-Ambagan),1951,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
32,Chittagong (City-Ambagan),1951,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
33,Chittagong (City-Ambagan),1951,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
34,Chittagong (City-Ambagan),1951,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
35,Chittagong (City-Ambagan),1951,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
36,Chittagong (City-Ambagan),1951,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
37,Chittagong (City-Ambagan),1952,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
38,Chittagong (City-Ambagan),1952,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
39,Chittagong (City-Ambagan),1952,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
40,Chittagong (City-Ambagan),1952,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
41,Chittagong (City-Ambagan),1952,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
42,Chittagong (City-Ambagan),1952,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
43,Chittagong (City-Ambagan),1952,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
44,Chittagong (City-Ambagan),1952,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
45,Chittagong (City-Ambagan),1952,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
46,Chittagong (City-Ambagan),1952,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
47,Chittagong (City-Ambagan),1952,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
48,Chittagong (City-Ambagan),1952,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
49,Chittagong (City-Ambagan),1953,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
50,Chittagong (City-Ambagan),1953,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
51,Chittagong (City-Ambagan),1953,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
52,Chittagong (City-Ambagan),1953,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
53,Chittagong (City-Ambagan),1953,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
54,Chittagong (City-Ambagan),1953,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
55,Chittagong (City-Ambagan),1953,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
56,Chittagong (City-Ambagan),1953,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
57,Chittagong (City-Ambagan),1953,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
58,Chittagong (City-Ambagan),1953,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
59,Chittagong (City-Ambagan),1953,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
60,Chittagong (City-Ambagan),1953,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
61,Chittagong (City-Ambagan),1954,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
62,Chittagong (City-Ambagan),1954,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
63,Chittagong (City-Ambagan),1954,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
64,Chittagong (City-Ambagan),1954,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
65,Chittagong (City-Ambagan),1954,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
66,Chittagong (City-Ambagan),1954,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
67,Chittagong (City-Ambagan),1954,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
68,Chittagong (City-Ambagan),1954,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
69,Chittagong (City-Ambagan),1954,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
70,Chittagong (City-Ambagan),1954,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
71,Chittagong (City-Ambagan),1954,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
72,Chittagong (City-Ambagan),1954,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
73,Chittagong (City-Ambagan),1955,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
74,Chittagong (City-Ambagan),1955,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
75,Chittagong (City-Ambagan),1955,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
76,Chittagong (City-Ambagan),1955,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
77,Chittagong (City-Ambagan),1955,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
78,Chittagong (City-Ambagan),1955,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
79,Chittagong (City-Ambagan),1955,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
80,Chittagong (City-Ambagan),1955,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
81,Chittagong (City-Ambagan),1955,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
82,Chittagong (City-Ambagan),1955,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
83,Chittagong (City-Ambagan),1955,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
84,Chittagong (City-Ambagan),1955,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
85,Chittagong (City-Ambagan),1956,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
86,Chittagong (City-Ambagan),1956,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
87,Chittagong (City-Ambagan),1956,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
88,Chittagong (City-Ambagan),1956,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
89,Chittagong (City-Ambagan),1956,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
90,Chittagong (City-Ambagan),1956,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
91,Chittagong (City-Ambagan),1956,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
92,Chittagong (City-Ambagan),1956,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
93,Chittagong (City-Ambagan),1956,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
94,Chittagong (City-Ambagan),1956,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
95,Chittagong (City-Ambagan),1956,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
96,Chittagong (City-Ambagan),1956,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
97,Chittagong (City-Ambagan),1957,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
98,Chittagong (City-Ambagan),1957,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
99,Chittagong (City-Ambagan),1957,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
100,Chittagong (City-Ambagan),1957,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
101,Chittagong (City-Ambagan),1957,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
102,Chittagong (City-Ambagan),1957,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
103,Chittagong (City-Ambagan),1957,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
104,Chittagong (City-Ambagan),1957,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
105,Chittagong (City-Ambagan),1957,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
106,Chittagong (City-Ambagan),1957,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
107,Chittagong (City-Ambagan),1957,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
108,Chittagong (City-Ambagan),1957,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
109,Chittagong (City-Ambagan),1958,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
110,Chittagong (City-Ambagan),1958,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
111,Chittagong (City-Ambagan),1958,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
112,Chittagong (City-Ambagan),1958,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
113,Chittagong (City-Ambagan),1958,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
114,Chittagong (City-Ambagan),1958,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
115,Chittagong (City-Ambagan),1958,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
116,Chittagong (City-Ambagan),1958,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
117,Chittagong (City-Ambagan),1958,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
118,Chittagong (City-Ambagan),1958,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
119,Chittagong (City-Ambagan),1958,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
120,Chittagong (City-Ambagan),1958,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
121,Chittagong (City-Ambagan),1959,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
122,Chittagong (City-Ambagan),1959,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
123,Chittagong (City-Ambagan),1959,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
124,Chittagong (City-Ambagan),1959,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
125,Chittagong (City-Ambagan),1959,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
126,Chittagong (City-Ambagan),1959,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
127,Chittagong (City-Ambagan),1959,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
128,Chittagong (City-Ambagan),1959,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
129,Chittagong (City-Ambagan),1959,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
130,Chittagong (City-Ambagan),1959,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
131,Chittagong (City-Ambagan),1959,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
132,Chittagong (City-Ambagan),1959,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
133,Chittagong (City-Ambagan),1960,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
134,Chittagong (City-Ambagan),1960,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
135,Chittagong (City-Ambagan),1960,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
136,Chittagong (City-Ambagan),1960,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
137,Chittagong (City-Ambagan),1960,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
138,Chittagong (City-Ambagan),1960,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
139,Chittagong (City-Ambagan),1960,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
140,Chittagong (City-Ambagan),1960,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
141,Chittagong (City-Ambagan),1960,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
142,Chittagong (City-Ambagan),1960,10,31.920872865588233,24.0333333325,256.4736842105263,83.55555555555556,2.83333333325,3.65,6.411130628,22.2167,91.8,5.5,0.4395765822400537
143,Chittagong (City-Ambagan),1960,11,30.28950980411765,19.4333333325,35.36842105263158,78.22222222222223,2.5666666667499998,1.9499999999999997,6.411130628,22.2167,91.8,5.5,0.4510523421341093
144,Chittagong (City-Ambagan),1960,12,27.502087287058824,15.3666666675,11.842105263157896,79.33333333333333,2.5,1.0,6.411130628,22.2167,91.8,5.5,0.45901106884896903
145,Chittagong (City-Ambagan),1961,1,26.34098671647059,13.7,5.368421052631579,72.11111111111111,3.03333333325,0.7,6.411130628,22.2167,91.8,5.5,0.4349915389602721
146,Chittagong (City-Ambagan),1961,2,28.952734715294117,16.7,7.7894736842105265,65.77777777777777,3.16666666675,0.975,6.411130628,22.2167,91.8,5.5,0.41891077136115973
147,Chittagong (City-Ambagan),1961,3,31.248766603235293,21.2333333325,26.842105263157894,71.33333333333333,3.8,2.15,6.411130628,22.2167,91.8,5.5,0.429724917305359
148,Chittagong (City-Ambagan),1961,4,32.23460784264706,23.9,121.84210526315789,77.33333333333333,3.73333333325,3.325,6.411130628,22.2167,91.8,5.5,0.4332122665167808
149,Chittagong (City-Ambagan),1961,5,32.55948766735294,24.9333333325,340.7368421052632,79.66666666666667,3.9,4.875,6.411130628,22.2167,91.8,5.5,0.4301703239176873
150,Chittagong (City-Ambagan),1961,6,31.760882353235296,25.8,682.2631578947369,84.11111111111111,3.66666666675,5.975,6.411130628,22.2167,91.8,5.5,0.4131980244634095
151,Chittagong (City-Ambagan),1961,7,31.025142315588234,25.6333333325,707.1052631578947,86.0,3.63333333325,6.325,6.411130628,22.2167,91.8,5.5,0.4073614642464025
152,Chittagong (City-Ambagan),1961,8,31.472390891764704,25.2666666675,477.1578947368421,85.66666666666667,3.5666666667499998,6.525,6.411130628,22.2167,91.8,5.5,0.4191618737950362
153,Chittagong (City-Ambagan),1961,9,31.882058824705883,25.5333333325,344.1578947368421,84.33333333333333,3.23333333325,5.800000000000001,6.411130628,22.2167,91.8,5.5,0.4176814561425215
